topic,correct_ending,incorrect_ending,sentence_1,sentence_2,sentence_3,sentence_4
Daily Activities,Sarapan babarengan ngajantenkeun hubungan kulawarga Tiara langkung raket.,Tiara henteu pernah ngabantosan deui kusabab sibuk sakola.,Tiara sok ngabantosan indungna nyiapkeun sarapan isuk-isuk,Indungna masak bubur sumsum sareng gorengan,Tiara nyayagikeun kopi kanggo bapana,Aranjeunna teras sarapan babarengan di meja makan
Death,Akhirna maranehna sapuk pikeun ngabagi sawah kalayan adil.,Akhirna maranehna memutuskeun pikeun ngajual sawah pikeun jalan-jalan.,"Dina wasiatna, Eyang Ratna nitipkeun sawah ka anak-anakna",Éta sawah kudu dibagi-bagi kalayan adil,Anak-anakna ngumpul pikeun mawa sawah éta,Aya debat leutik di antara maranehna
Pregnancy and Kids,Tradisi ngaruat dipercaya bisa ngusir sial jeung ngusir roh jahat,Tradisi ngaruat sering diayakeun di rumah sakit,"Dina budaya Sunda, aya tradisi ""ngaruat"" pikeun ibu hamil",Ibu hamil mandi ku cai kembang tujuh rupa,Kulawarga ngadoakeun supaya lahirna lancar,Tradisi ieu dilakukeun ku kiai atawa sesepuh
Agriculture,Wawan ngahargaan tradisi mapag usum panén,Wawan teu ngahaja ngantep kebonna teu diurus,Wawan mangrupa patani anu rajin,Manéhna sok melak paré unggal taun,"Lamun usum panén datang, Wawan sok ngayakeun syukuran",Sakulawarga jeung tatangga pada ngumpul pikeun syukuran
Socio-religious aspect of life,Engkus ngarasa bagja tiasa ngawariskeun budaya Sunda ka barudak.,Engkus henteu pernah maca carita-carita legenda Sunda deui.,Engkus resep pisan maca carita-carita legenda Sunda,Anjeunna sering maca carita ngeunaan Sangkuriang jeung Dayang Sumbi,Engkus ogé sering ngadongéngkeun carita-carita ieu ka barudak di kampungna,Barudak resep pisan ngadengekeun dongéng ti Engkus
Socio-religious aspect of life,Asep teu datang sabab aya acara penting,Asep teu datang sabab teu resep deui ngaji,Asep sering ngaji di masjid deukeut imahna,Anjeunna sok datang unggal Maghrib jeung Isya,"Dina hiji poé, Asep teu bisa datang ngaji",Anjeunna keur aya acara keluarga di kampung
Food,Calon penganten awewe ngarasa seger sareng siap pikeun ngalaksanakeun upacara nikah.,Calon penganten awewe ngalaman alergi cai jeung teu bisa nikah.,"Dina tradisi Sunda, samemeh upacara nikah, calon penganten ngaliwatan prosesi siraman",Siraman diayakeun di imah calon penganten awewe,Biasana maké cai ti tujuh sumber cai anu béda,Cai éta dipercaya bisa ngabersihan calon penganten tina sagala dosa
Art,Ita dipuji ku tamu-tamu anu hadir.,Ita robih nari hip-hop di acara éta.,Ita diajar tari Jaipong ti indungna,Indungna mangrupa guru tari di lembur,Ita sering tampil di acara-acara kawinan jeung sunatan,"Dina hiji acara kawinan, Ita nari Jaipong kalayan lincah"
Religious Holiday,Tradisi ieu ngajaga silaturahmi jeung rasa gotong royong.,Sadaya wargi di kampung téh sok teu akur unggal taun.,"Saum kali lebaran, wargi di kampung sok nyiapkeun makanan khas saperti ketupat jeung opor","Biasana, ti isuk kénéh geus mulai ngabersihan imah jeung masak",Sadaya anggota kulawarga bareng-bareng ngabantosan,Aya ogé nu ngabantosan di masjid
Wedding,"Sanggeus akad nikah, acara diteruskeun ka pesta di halaman imah.","Sanggeus akad nikah, acara diteruskeun di tempat panganten lalaki.",Lokasi pernikahan dina adat Sunda biasana dilaksanakeun di imah panganten awewe,"Imah dipapaés kalayan janur, kembang, sareng kain batik",Upacara akad nikah dilaksanakeun di ruang tamu anu geus dihias ku hiasan tradisional,"Sanggeus akad nikah, acara diteruskeun ka pesta di halaman imah"
Pregnancy and Kids,Sadaya prosés dilaksanakeun kalayan hikmat sareng do'a.,Sadaya prosés dilaksanakeun kalayan buru-buru sareng tegang.,"Saatos orok lahir, aya tradisi ngabedakeun ari-ari",Ari-ari dikubur di tempat khusus di deukeut imah,Ieu dipercaya bisa ngajaga orok ti gangguan roh jahat,Ema sareng Bapa orok ngalaksanakeun tradisi ieu kalayan serius
Death,Bubur beureum bodas dipasarkeun minangka tanda pamitan.,Bubur beureum bodas dipasarkeun pikeun nyuguhan tamu.,"Nalika aya anu maot, kulawarga ngadamel bubur gurih pikeun dibagikeun ka tatangga",Bubur ieu disebut 'bubur beureum bodas',Maksudna pikeun ngalambangkeun rasa syukur jeung pamitan,Tatangga ngadahar bubur bareng-bareng
Daily Activities,Sambel éta dipikaresep ku kulawargana,Sambel éta nyababkeun sadayana gering,Dedeu sok ngabantosan indungna di dapur,Anjeunna ngagoréng lauk jeung nyiapkeun lalaban,"Sakali-kali, anjeunna diajar resep anyar ti indungna","Dina hiji waktos, Dedeu nyieun sambel nu kacida pedesna"
Traditional Games,Sari diajar pentingna fokus jeung pangaweruh aturan,Ujang jadi teu resep deui ka dampu,Ujang jeung Sari resep maén dampu di lemah kosong,Aranjeunna sok ngagambar kotak dampu dina taneuh,"Ti leutik keneh, aranjeunna sok maén bareng","Hiji poé, Sari meunang juara dampu sakampung"
Death,Sadayana ngadoa kalayan khusyuk pikeun almarhum.,Aya nu datang mawa kue ulang taun.,"Dina adat Sunda, nalika aya anu tilar dunya, kulawarga bakal ngayakeun tahlilan",Tahlilan ilaharna dilakukeun salila tujuh poe berturut-turut,"Dina acara ieu, kulawarga jeung tatangga ngumpul pikeun maca doa sarta dzikir",Eta acara dimaksudkeun pikeun mendoakan nu geus ninggalkeun
Fisheries and Trade,Yuda jadi leuwih trampil dina mancing.,Yuda jadi teu resep mancing deui.,Yuda diajar mancing ti kakekna,Kakekna ngajarkeun cara milih umpan anu bener,Unggal sabtu Yuda jeung kakekna sok indit ka situ deukeut imah,Yuda sok gumbira lamun meunang lauk anu gede
Death,Kulawarga anu ditinggalkeun ngarasa kuat sareng tabah.,Kulawarga anu ditinggalkeun ngarasa sieun.,"Dina adat Sunda, aya tradisi tahlil salila tujuh poé saatos bubuaran mayit",Warga ngariung di bumi anu kénéh kénéh duka,Arwah didoakeun ku ustadz sareng warga,Tahlil lumangsung malem-malem
Religious Holiday,Tradisi buka bersama ieu ngajaga kekompakan sareng silaturahmi warga.,Tradisi buka bersama ieu ngajadikeun warga jadi teu akur.,"Dina bulan Ramadhan, warga desa Sokarasa sok ngayakeun buka bersama di masjid",Sadayana ngumpul jeung mawa dahareun sorangan,Biasana aya tausiyah ti ustadz satempat,Kegiatan ieu ngajadikeun hubungan warga desa leuwih akrab
Wedding,Upacara ieu ngajaga tradisi leluhur Sunda,Upacara ieu ngan saukur formalitas,"Saacanna pernikahan, aya upacara ngeuyeuk seureuh",Upacara ieu ngalambangkeun silih pikanyaah jeung kasabaran,Kulawarga kadua pihak hadir sareng ngadu’a,Ieu upacara dilaksanakeun kalayan hikmat
Daily Activities,Warga desa muji kameunangan Yudi,Yudi sieun jeung teu tiasa nampilkeun,Yudi sok latihan maen angklung unggal sore di balé desa,"Anjeunna diajar ti Pa Asep, guru seni",Yudi hayang jadi pamaén angklung nu handal,"Sakali waktos, Yudi nampilkeun kameunanganana di hareupeun warga desa"
Pregnancy and Kids,Tradisi ieu dipercaya bisa ngajaga kulit bayi bersih jeung sehat.,Tradisi ieu dilakukeun supaya bayi gancang gede.,"Saatos lahir, bayi diurutan ku nini",Urut bayi dipake minyak kelapa asli,Ieu tradisi dilakukeun pikeun ngajaga kaséhatan kulit bayi,Nini nyarita yén ieu cara tradisional geus turun temurun
Agriculture,Usep tiasa ngolah kopi anu kualitasna saé,Taneman kopi Usep gagal panén,Usep hoyong nyoba melak kopi di kebonna,Usep diajar ti Pang Yaya anu ahli melak kopi,Usep nyiapkeun bibit kopi anu unggul,Usep rutin ngarawat taneman kopina
Food,Babaturanana ogé jadi resep kana cendol nu Nining sering mesen.,Warung cendol éta teu dipikaresep ku batur.,Nining resep pisan kana cendol daérah Sunda,Anjeunna sok mesen cendol tiap isuk-isuk di warung,Cendol éta dijieunna tina tepung hunkwe jeung gula aren,Nining ogé sok ngajak babaturan nginum cendol babarengan
Family Relationships,Dulur-dulur Asep bungah bisa ngumpul bareng,Dulur-dulur Asep teu datang ka sawah,Asep sok ngajajak dulur-dulurna ka sawah bapa,Maranehna sok babarengan ngala lauk di balong,"Bari ngala lauk, maranehna ngadu bako",Asep senang bisa ngajak dulur-dulurna
Fisheries and Trade,Tradisi ieu ngajaga gotong royong warga desa Cipaku.,Lauk di kolam desa sering kali paeh.,"Di desa Cipaku, aya tradisi ngurus kolam bareng",Unggal warga boga bagian pikeun ngurus kolam desa,Tradisi ieu ngajaga kolam tetep bersih sarta lauk tetep séhat,Warga desa ogé sok ngajual lauk hasil kolam desa ka pasar
Food,Soto Bandung na jadi rebutan warga anu datang.,Ibu Tati ngajual soto na ka pasar.,"Dina hiji acara hajatan di kampung, aya saung tempat masak soto Bandung",Soto téh jadi kadaharan favorit warga sakabeh,"Ieu soto dijieun ku Ibu Tati, ahli masak di kampung eta",Ibu Tati masak soto kalayan rempah-rempah anu lengkep
Traditional Games,Asep dipikaresep ku warga kampungna,Asep henteu bisa nyarita dina basa Sunda,Asep téh saurang juru pantun anu kasohor di kampungna,Anjeunna sering ngagelar acara pantun dina hajatan-hajatan masarakat,Pantun téh mangrupakeun bagian penting tina budaya Sunda anu ngajarkeun nilai-nilai moral sarta kahirupan,"Ku pantun, Asep sering nyampeurkeun pesen-pesen anu penting ka masarakat"
Fisheries and Trade,Lauk di kolam Siti jadi séhat sareng éndah,Siti teu kersa ngurus kolam deui,Siti jeung bapana resep ngurus kolam lauk di buruan imahna,Kolam éta pinuh ku lauk emas anu éndah,"Unggal sabtu minggu, aranjeunna ngabersihan kolam sareng ngaganti cai na",Tradisi ieu ngajarkeun Siti pentingna ngahargaan alam sareng lingkungan
Traditional Games,Tedi jeung Ika mutuskeun ulin deui isukna.,Ika teu hayang ulin deui sareng Tedi.,Ika jeung Tedi sok ulin congklak di imah,Maranehna sok mawa papan congklak ti imah Ika,"Dina hiji sore, Tedi ngéléhkeun Ika dina kaulinan congklak",Ika ngarasa remen jeung ngajak tanding deui
Family Relationships,Asep jadi leuwih hormat jeung deukeut ka nini aki sarta kulawarga gedéna.,Asep jadi teu resep kana carita baheula.,Asep sering nganjang ka imah nini aki na,"Di dinya, manéhna sok diajar carita-carita baheula",Asep resep ngadéngékeun carita ngeunaan karuhunna,Manéhna ogé jadi leuwih ngahargaan kana asal-usulna
Pregnancy and Kids,Acara sunatan penting pikeun ngajaga kasucian jeung kahadean anak.,Acara sunatan penting supaya anak jadi kuat.,"Dina acara sunatan, kulawarga ngadamel hajatan badag","Aya hiburan, kadaharan, sarta do'a bareng-bareng",Sunatan mangrupa bagian penting dina budaya Sunda,Aranjeunna percaya yén ieu acara ngajaga kasucian
Family Relationships,Wawan ngajaga tradisi tatanén kulawargana,Wawan hoyong jadi importir cau ti luar negeri,Wawan sok ngabantosan bibi di kebon cau,Bibi sok ngajarkeun Wawan kumaha cara merawat cau,Wawan resep diajar hal-hal anyar ti bibina,Wawan hayang bisa ngurus kebon cau anu legana
Art,Tiara ngarasa bagja bisa ngajarkeun budaya Sunda ka generasi anyar,Tiara ngaraos cape jeung teu hoyong ngadongéng deui,Tiara sok ngadongéngkeun carita pantun ka budak-budak di désana,Carita pantun téh warisan budaya Sunda nu kudu dijaga,Budak-budak sok antusias ngadéngékeun caritaan Tiara,Aranjeunna ogé sering naroskeun patalékan ngeunaan carita pantun éta
Death,Jenazah dipulasara kalayan tata krama anu luyu,Pakaian khusus dipaké pikeun ngubur jenazah,"Dina budaya Sunda, ngurus jenazah biasana dilakukeun ku lalaki-lalaki dewasa",Maranéhna ngabersihkeun jeung ngumbah jenazah kalayan tata krama anu luyu,Pakaian khusus dipaké pikeun ngalaksanakeun ieu tugas,Sadaya prosés ieu dilakukeun kalayan hormat pikeun nu maot
Religious Holiday,Wawan ngarasa senang tiasa berbagi ka nu peryogi.,Wawan teu jadi nganteur hadiah-hadiah.,Wawan nyiapkeun hadiah pikeun barudak yatim piatu di panti asuhan,Wawan ngumpulkeun duit hasil nyimpén pikeun meuli hadiah,Wawan ngabungkus hadiah-hadiah kalayan rapih,"Dina poé Idul Fitri, Wawan nganteur hadiah-hadiah ka panti asuhan"
Family Relationships,Neng Siti jadi leuwih hormat ka kolot,Neng Siti jadi bosen ngadéngékeun carita nini,Neng Siti ngaranna sering disebat ku nini,"Unggal nganjang ka imah nini, Neng Siti sok dibéré carita-carita baheula",Anjeunna resep ngadéngékeun carita-carita ti nini,Carita-carita nini ngajarkeun nilai-nilai kahirupan
Socio-religious aspect of life,Warga jadi leuwih paham kana ajaran agama.,Warga malah sering teu datang ka pengajian.,Imah Bapa Jaja sering dijadikeun tempat pengajian,Bapa Jaja sok ngundang ustadz pikeun ngajar ngaji,Warga sakuliling resep ngariung di imah Bapa Jaja pikeun ngaji babarengan,Pengajian di imah Bapa Jaja sok rame ku nu hadir
Socio-religious aspect of life,Sunar ngarasa bungah tiasa ngalestarikeun kabudayaan kampungna.,Sunar henteu nyiapkeun sesajen saperti anu dijadwalkeun.,"Di kampung Cipaku, aya hiji acara adat ngaruwat lembur",Acara ieu dilakukeun pikeun ngahapus sial jeung ngusir roh jahat,Warga kampung bareng-bareng nyiapkeun sesajen sarta ngalaksanakeun ritual,"Sunar, salah sahiji warga, dipercaya pikeun mingpin acara ieu"
Traditional Games,Engklek ngajarkeun Nani pentingna kasabaran jeung kasaimbangan,Eli embung deui maén engklek jeung Nani,Nani jeung Eli sok maén engklek di buruan imah,Aranjeunna ngagambar kotak-kotak engklek dina taneuh,Sok aya lomba engklek di kampungna,"Dina hiji lomba, Nani meunang juara kahiji"
Agriculture,Anak-anakna jadi leuwih pinter milih bibit padi nu hadé,Anak-anakna henteu ngarti naon anu dijelaskeun,Pak Dadang ngajarkeun anak-anakna cara milih bibit padi anu saé,Anjeunna ngawartosan yén bibit nu saé téh bakal nyieun hasil panén nu hadé,Anak-anakna taliti nguping sarta naroskeun rupa-rupa hal,Pak Dadang sumanget ngajawab sakabéh patarosan
Religious Holiday,Kulawarga Ibu Tuti silih hampura dina poé Idul Fitri,Kulawarga Ibu Tuti nonton TV sepanjang poé,"Dina poé Idul Fitri, Ibu Tuti sok masak opor jeung ketupat",Anjeunna sok ngabagi ka kulawarga jeung tatangga,Ibu Tuti ogé sok ngajak kulawarga nyiapkeun masakan babarengan,"Sanajan repot, anjeunna ngarasa bagja"
Death,Nu ngalayat sadayana make baju hideung.,Nu ngalayat teu ngahargaan adat.,"Dina adat Sunda, biasana baju nu dipake keur nu ngalayat nyaéta baju hideung",Ieu baju ngagambarkeun karesahan jeung duka cita,Sadaya nu hadir baris make baju ieu salaku bentuk ngahormat,Ieu adat dilaksanakeun sacara turun-temurun
Religious Holiday,Masjid janten bersih jeung siap keur sholat Ied.,Sadaya wargi ngumpul di lapangan keur balapan karung.,"Di désa Cikareumbi, saminggu saméméh Lebaran, wargi-wargi nyiapkeun kadaharan khas",Aya tradisi ngabersihan masjid babarengan,Wargi-wargi ogé nyiapkeun angklung pikeun dipaké dina hari raya,Sadaya wargi gumbira
Socio-religious aspect of life,Kerajinan Iwan jadi sumber panghasilan tambahan,Iwan teu bisa ngajual kerajinan,Iwan sok nyieun kerajinan tangan tina bambu,Iwan diajar ti aki-aki di kampungna,Iwan ngajual kerajinan tangan ka pasar lokal,Iwan dipuji ku loba jelema
Religious Holiday,Siti ngarasa bagja tiasa ngabantosan indungna.,Siti teu resep kana hasilna.,Siti ngabantosan indungna ngagoreng opak pikeun Lebaran,Siti diajar kumaha cara ngadamel adonan anu luyu,Siti ngabantosan ngagoreng di dapur nepi ka opak rengse,Opak-opak teras disimpen dina kaléng keur Lebaran
Food,Asep mutuskeun pikeun ngabuat promosi kopi luwak na warungna.,Asep mutuskeun pikeun ngajual warung kopi na.,Asep nu boga warung kopi di Ciamis,Warungna sok rame ku nu ngadon ngopi,Asep sok nyiapkeun kopi luwak nu kasohor enakna,"Tapi, hiji poe kopina teu aya nu meuli"
Wedding,Maranéhna gancang ngirim pesen konfirmasi ka sadaya tamu ngeunaan alamat anu bener,Maranéhna mutuskeun pikeun ngarobah tempat resepsi,Sari jeung Budi ngadamel undangan pernikahan sorangan,Maranéhna milih desain nu elegan jeung tradisional,"Dina undangan, maranéhna nulis alamat tempat resepsi",Tapi maranéhna teu sadar aya kasalahan dina alamat éta
Agriculture,Tradisi ngaruat ngajaga hubungan harmonis antara manusa jeung alam,Tradisi ngaruat ngan dipigawé di kota,Mang Ujang ngalaksanakeun tradisi ngaruat pepelakan paré,Manéhna ngadoa di sawah sangkan hasil panénna berkah,Kulawarga Mang Ujang sok ngilu ngarawat pepelakan,Tradisi ieu geus dilakonan turun-temurun
Religious Holiday,Perayaan Maulid Nabi ngajaga tradisi agama di desa éta.,Gapura hiasan dijieun pikeun festival musik.,"Dina perayaan Maulid Nabi, warga desa ngahias jalan utama",Maranéhna nyieun gapura hiasan sareng lampu-lampu,Aya ogé pengajian akbar anu diayakeun di lapang desa,Warga satingali silih hadiran
Religious Holiday,Ngorbankeun sapi téh pikeun ngabagi berkah ka sakumna warga,Ngorbankeun sapi téh kanggo pesta kulawarga,"Di poé Idul Adha, Pak Ujang sok ngorbankeun sapi",Sapi ieu dipilih kalayan hati-hati,"Saatos sapi dipotong, dagingna dibagi-bagi ka warga kampung",Bagian daging ogé dibagikeun ka anu kurang mampuh
Religious Holiday,Barudak Bu Euis ngiringan pengajian jeung ngapalkeun shalawat,Barudak Bu Euis ulin di luar nalika pengajian,"Dina poé Maulid Nabi, Bu Euis sok ngayakeun pengajian di imahna",Anjeunna ngahaturanan kueh jeung inuman pikeun tamu,Bu Euis sering nyaritakeun kisah Nabi Muhammad SAW,Anjeunna hayang barudak ngarti kana pentingna akhlak mulia
Traditional Games,Aranjeunna ngarasa bungah bisa ngajaga kaulinan tradisional,Aranjeunna nyieun beubeutian nganggo alat modern,Asep jeung Rina ulin kaulinan tradisional beubeutian di pipir walungan,Aranjeunna ngajak babaturan satempat pikeun milu ulin,Kaulinan jadi rame jeung maranehna silih beubeutian,Waktosna beubeutian anu terakhir
Socio-religious aspect of life,Siti jeung nini-na bungah sarta nyiapkeun jamu dina jumlah seueur.,Siti jeung nini-na teu jadi ngajual jamu deui.,Siti sering mantuan nini-nina ngadamel jamu tradisional,Jamu éta dijual ka pasar pikeun panghidupan,Siti diajar rupa-rupa ramuan ti nini-na,"Hiji poé, aya anu mesen jamu dina jumlah gedé"
Death,Ieu mangrupa cara pikeun ngahormat jeung ngadoakeun nu maot.,Ieu mangrupa cara pikeun ngaramekeun hajatan.,"Dina adat Sunda, lamun aya nu maot, biasana diayakeun tahlilan salila tujuh poé",Kulawarga jeung tatangga ngumpul maca doa,"Sateuacan tahlilan, aya acara ngurilingkeun cai tina kembang tujuh rupa",Anu hadir kudu maké baju hideung atawa bodas
Agriculture,Warga séjén mulai ngadopsi cara melak Adi.,Adi mutuskeun pikeun jadi tukang kayu.,Tatanén di lembur Adi beuki maju,Adi diajar cara nyebarkeun benih anu bener,Maranéhna melak sayuran anu séhat,Sayuran di lembur Adi jadi terkenal
Socio-religious aspect of life,Ratna ngahijikeun dulur jeung tatangga jadi leuwih akrab,Ratna teu boga dulur,Ratna sok ngagelar hajat syukuran di imahna,Ratna ngondang dulur-dulur jeung tatangga deukeut,"Dina hajat, sok aya pengajian jeung do'a bareng",Ratna masak hidangan tradisional pikeun tamu-tamu
Agriculture,Dadan sareng bapana ngahasilkeun sayuran anu séhat jeung subur.,Dadan henteu ngabantosan bapana pikeun ngabersihan lahan.,Dadan sareng bapana boga kebon sayuran,"Unggal musim hujan, maranéhanana sok melak cabé sareng tomat","Samemehna, Dadan sok ngabantosan bapana ngabersihan lahan",Tradisi ieu ngajarkeun pentingna kerja keras sareng gotong royong
Fisheries and Trade,Ketrampilan neangan lauk diwariskeun tur dijaga ku generasi muda di kampung.,Ketrampilan neangan lauk ngan dipaké pikeun kaperluan pribadi Abah Ujang.,Abah Ujang mangrupikeun juragan ikan di kampungna,Anjeunna sering ngajual hasil tangkapanna ka pasar kota,Abah Ujang sok ngajar barudak ngora di kampung kumaha cara neangan lauk anu bener,Anjeunna percaya yén ngajarkeun ketrampilan ieu penting pikeun masa depan maranéhna
Agriculture,"Mang Asep yakin yén ngalaksanakeun upacara ""Ngaseuk"" bakal masihan berkah pikeun hasil tani na.",Mang Asep hilap ngalaksanakeun upacara syukuran taun ieu.,Mang Asep ngagaduhan kebon di lembur,"Unggal taun, anjeunna sok melak pare di sawahna","Samemeh melak, anjeunna sok ngayakeun upacara syukuran","Upacara ieu disebut ""Ngaseuk"
Fisheries and Trade,Warung pepes lauk Ibu Sari sok rame ku konsumén.,Warung Ibu Sari jarang pisan aya konsumén.,"Dina acara pasar mingguan, Ibu Sari ngajual pepes lauk",Pepes lauk Ibu Sari kasohor enak pisan,Loba nu datang ka warungna pikeun meuli pepes lauk,Ibu Sari sok ramah ka sakabeh konsuménna
Art,Pagelaran tarawangsa eta meunang sambutan anu meriah ti warga.,Warga leuwih resepe kana musik moderen tibatan tarawangsa.,Tarawangsa teh alat musik Sunda anu jarang dipake,Tarawangsa biasana dipake dina upacara adat,Aya hiji budayawan anu hayang ngahirupkeun deui tarawangsa,Anjeunna ngayakeun pagelaran tarawangsa di kampungna
Religious Holiday,Deni sareng kulawargana ngaraosan suasana Lebaran anu haneut sareng harmonis.,Deni sareng kulawargana teu merayakan Lebaran teuing.,Deni sareng kulawargana sok nyiapkeun bebungah pikeun Lebaran,"Sateuacan Lebaran, maranehna ngabersihan imah sakulawarga",Deni ogé ngabantosan indungna nyiapkeun kadaharan khas Lebaran,"Nalika Lebaran, maranehna silih hampura"
Religious Holiday,Lingkungan janten bersih sareng sehat saat Idul Fitri tiba.,Lingkungan jadi kotor alatan teu aya anu ngabersihan.,"Sateuacan Idul Fitri, warga kampung sering ngabersihan lingkungan",Arisan ibu-ibu ngabagikeun tugas pikeun bersih-bersih,Lalaki ngabersihan masjid sareng tempat umum,Tradisi ieu geus dilakukeun ti jaman baheula
Family Relationships,Dede kaget ningali bibi nu keur nyiapkeun sangu keur anjeunna.,Dede ambek sabab lauk asinna teu aya.,Dede sering ulin ka imah bibi di lembur,Imah bibi ayana di sisi gunung,"Unggal datang, Dede sok dibéré sangu lauk asin",Kamari Dede datang deui
Death,Harta warisan dibagi sanggeus aya kasapukan ti sakumna ahli waris,Harta warisan langsung dibagi tanpa musyawarah,"Dina budaya Sunda, ahli waris kudu ngatur harta warisan kalayan adil","Biasana, harta warisan bakal dibagi rata ka sakumna ahli waris",Ahli waris kudu ngumpulkeun sadaya dokumen anu diperlukeun,Prosés ieu kudu dilakukeun sacara musyawarah
Art,Siti jadi bangga bisa ngajaga seni tradisional.,Siti robih jadi penyanyi pop.,Siti resep pisan maén angklung ti leuleutik,Manéhna sering latihan di sanggar seni di lemburna,Siti ogé sering tampil di acara-acara adat,"Dina hiji acara, Siti meunang pangajén pikeun penampilan angklungna"
Family Relationships,Upacara ieu ngajarkeun remaja pikeun siap nyanghareupan kahirupan dewasa.,Upacara ieu dipaliré ku remaja kusabab teu relevan.,"Dina adat Sunda, nalika remaja mimiti dewasa, aranjeunna sering dihadiran ku upacara ""Sunda Wiwitan",""" Upacara ieu dimaksudkeun pikeun ngalatih remaja pikeun janten dewasa anu tanggung jawab","Remaja diajarkeun kamanusaan, kahadean, jeung tanggung jawab sosial",Aya ogé nasihat-nasihat ti sepuh-sepuh
Food,Nani hoyong ngadugikeun peuyeum ka dulur-dulurna di Garut.,Nani rék ngajual peuyeum ka warung di Garut.,Nani resep pisan kana peuyeum Bandung,Peuyeum téh sok jadi kadaharan wajib anu dibawa balik mun balik kampung,"Dina hiji waktu, Nani rék balik ka Garut",Manehna nyiapkeun peuyeum dina kantong plastik
Wedding,Acara siraman lumangsung kalayan hikmah,Panganten lalaki teu jadi ngalaksanakeun acara siraman,"Sateuacan nikah, panganten lalaki ngalaksanakeun acara siraman",Siraman ieu dimaksudkeun pikeun ngabersihan diri sacara lahir batin,Kolotna ngabantosan ngalaksanakeun acara ieu,Panganten lalaki ngarasa tenang sareng siap nikah
Pregnancy and Kids,Barudak ngarasa senang sarta baraya ngarasa reueus,Barudak teu datang ka acara,"Dina tradisi Sunda, aya acara ""Mapag Panganten"" pikeun barudak nu ngantunkeun budak leutik","Dina acara ieu, barudak dipasihan hadiah sareng doa-doa ti kulawarga",Acara ieu dimaksudkan pikeun nyuhunkeun berkah sareng kasehatan pikeun kahirupan anak,"Dina acara kasebut, barudak make baju adat Sunda"
Fisheries and Trade,Festival ieu ngajarkeun warga desa kerjasama,Festival ieu henteu dipikaresep ku warga,Desa Kampung Laut ngayakeun festival lauk,Warga desa bareng-bareng nyiapkeun acara,Aya kompetisi nangkap lauk jeung masak lauk,Warga nu meunang meunang hadiah
Traditional Games,Oray-orayan ngajarkeun Anwar pentingna konsentrasi,Anwar henteu hayang maén deui kusabab capé,"Dina kampungna, Anwar sering maén oray-orayan",Kaulinan ieu dilakukeun ku cara nyusun batu bata,Aranjeunna sok maén di hareupeun bale desa,"Hiji waktu, oray-orayan Anwar meunang hadiah di festival desa"
Agriculture,"Sanggeus upacara, warga ngariung babarengan tuang sangu tumpeng.","Sanggeus upacara, warga langsung balik ka imah séwang-séwangan.",Ibu Sari nyieun upacara wiwitan,Warga sakampung datang ngumpul,Maranéhna ngucapkeun doa pikeun hasil tatanén anu melimpah,Kacida hikmatna upacara éta
Death,Ramdan ngadangu sora doa ti sakabeh anu hadir di tahlilan.,Ramdan ngadangu sora musik ti sakabeh anu hadir di tahlilan.,"Dina kampung Ramdan, lamun aya anu maot, biasana diayakeun tahlilan salila tujuh poe",Ramdan keur siap-siap pikeun tahlilan poé kadua,Kolot sareng tatangga geus daratang ka imah Ramdan,Ieu acara diayakeun pikeun ngadoakeun roh nu parantos tilar dunya
Religious Holiday,Masakan ieu téh ciri khas Lebaran di kulawarga Bu Nia,Masakan ieu dijual di pasar,"Sateuacan Lebaran, Bu Nia sok masak opor jeung ketupat",Anjeunna masak di dapur gedé di tukangeun imahna,Kabéh anggota kulawarga ngabantosan nyiapkeun bahan-bahan,Masakan ieu bakal dihaturkeun ka tamu-tamu nu sumping
Art,Indra berhasil nampilkeun kacapi kalayan saé dina acara adat.,Indra ngahaja teu datang ka acara adat éta.,Indra boga kacapi ti kolotna,Kacapi éta geus diwariskeun turun-temurun,Indra rajin latihan maén kacapi unggal poe,Anjeunna hayang nampilkeun kacapi dina acara adat di lemburna
Wedding,Para tamu muji hidangan anu enak,Tamu teu resep kana hidangan anu disajikeun,"Dina acara resepsi, aya sajian khas Sunda","Aya nasi liwet, pepes lauk, jeung karedok",Para tamu ngarasakeun hidangan kalayan sumanget,Ieu ngagambarkeun kasugemaan dina rumah tangga
Art,Upacara ieu ngajaga rasa syukur ka alam jeung karuhun,Panganan ieu dijual ka pasar saatos acara beres,"Dina upacara adat Seren Taun, warga kampung nyiapkeun panganan tradisional","Aya nasi tumpeng, ranginang, jeung opak",Panganan ieu dihaturkeun ka karuhun,Sadaya warga ngahadiran upacara ieu
Pregnancy and Kids,"Ningsih ngaraos langkung tenang sanggeus acara ""Nujuh Bulanan""",Dadan teu hadir dina acara eta,Ningsih nuju hamil tujuh bulan,"Salakina, Dadan, sok ngadunga pikeun kasehatan Ningsih jeung orokna","Maranehna ngalakukeun tradisi ""Nujuh Bulanan"" sareng kulawarga","Dina acara eta, aya doa jeung seserahan"
Art,Manehna latihan angklung saban poe di sakola.,Manehna milih diajar maén piano tibatan angklung.,Angklung teh alat musik Sunda anu dijieun tina awi,Angklung sering dipake dina acara sakola,Aya hiji murid anu kacida resepna kana angklung,Manehna hayang jadi pemain angklung anu handal
