topic,correct_ending,incorrect_ending,sentence_1,sentence_2,sentence_3,sentence_4,generated_by,language
Socio-religious aspect of life,Wong-wong desa padha sehat lan seneng karo wedang uwuh iki.,Wong-wong desa ora percaya lan ora tuku wedang uwuh.,Mbok Yem ngarani wedang uwuh kanggo ngatasi pilek,Bahan-bahane saka rempah-rempah tradisional,Wong-wong desa padha percaya marang khasiate,Mbok Yem ngedol wedang uwuh ing pasar,gpt4o,su
Death,Upacara pemakaman lumaku lancar lan khidmat.,Wong-wong desa ora gelem melu upacara pamakaman.,Mbok Minah ngurus jenazah adhine sing wis tilar donya,Keluarga lan tangga-tanggane ngumpul kanggo nyiapake upacara pemakaman,Mbok Minah nyuwun bantuan marang dukun desa kanggo ngatur kabeh upacara,Jenazah disemayamkan miturut adat Jawa,gpt4o,su
Agriculture,"Akhire, anak-anak desa dadi pinter nandur jagung lan sawah-sawah dadi subur.","Sawise mulang, bapak langsung ninggal anak-anak tanpa pamit.",Bapak lagi mulang anak-anak desa carane nandur jagung,Jagung iku salah siji saka tetanduran utama ing desa kuwi,Anak-anak padha seneng sinau lan niru cara bapak nandur,Iki uga dadi ajang ngumpulake warga desa,gpt4o,su
Pregnancy and Kids,Sinta lan bojone percaya yen mitoni bisa njaga keselamatan bayi.,Sinta lan bojone seneng amarga bakal duwe anak anyar.,Sinta lagi ngandhut anak kaping loro,"Saben dina, bojone Sinta nggawa kembang lan buah kanggo upacara mitoni",Mitoni iku tradisi Javanese kanggo nyenyuwun keselamatan bayi lan ibu,Sinta lan bojone nindakake upacara iki kanthi serius,gpt4o,su
Wedding,Pakaian tradisional iki dadi sorotan ing acara.,Penganten ora seneng nganggo pakaian tradisional.,Penganten wadon nganggo kebaya karo dodot,Penganten lanang nganggo beskap lan blangkon,Pakaian tradisional iki nggawe penganten katon gagah lan ayu,Kabeh tamu padha kagum karo busana penganten,gpt4o,su
Traditional Games,Seno ngajari kanca-kancane cara ndhelik sing apik.,Kanca-kancane dadi bosen lan ora gelem dolanan maneh.,Seno lan kanca-kancane dolanan petak umpet ing pekarangan,Seno pinter golek panggonan ndhelik,Kanca-kancane kerep ora bisa nemokake dheweke,Seno mesthi dadi juara,gpt4o,su
Pregnancy and Kids,Mitoni lumaku lancar lan kabeh wong mendoakan keselamatan Rina lan bayi.,Mitoni ora perlu dilakoni amarga kabeh wong sibuk.,Rina lagi ngandhut anak kapisan,"Miturut adat Jawa, dheweke kudu ngadani mitoni ing wulan kapitu",Mitoni diisi karo upacara lan doa kanggo keselamatan bayi,Rina lan bojone siyap-siyap kanggo acara mitoni,gpt4o,su
Socio-religious aspect of life,Warga desa rumangsa tentrem lan aman sawise upacara ruwatan.,Kang Parman ora bisa ngusir sukerta.,Warga desa Giri ngadani upacara ruwatan kanggo ngusir sukerta,Upacara iki dilakoni kanggo njaga harmoni lan kesejahteraan desa,"Kang Parman, dukun desa, mimpin upacara kanthi khusyuk",Warga desa kabeh melu ndedonga supaya desa tetep aman,gpt4o,su
Death,Wong-wong padha nglumpuk lan ngaturake bela sungkawa.,Wong-wong padha nglumpuk lan pesta.,Sumarni nemokake yen bapake wis tilar donya,Keluargane langsung nglumpuk kanggo ngurus layon,Warga desa padha teka kanggo melu rewang,Wong-wong padha nglumpuk ing omahe Sumarni,gpt4o,su
Death,"Ing budaya Jawa, warisan diatur kanthi musyawarah keluarga.",Mbak Rini njaluk kabeh warisan kanggo dheweke dhewe.,Mbak Rini lan sedulur-sedulure padha musyawarah,Wong-wong padha ngomongake babagan warisan saka bapake sing anyar seda,Kabeh pengin adil lan ora ana sing kepengin rebutan,Musyawarah lumaku kanthi lancar lan rukun,gpt4o,su
Death,Acara slametan dianakake saben dina nganti pitung dina.,Wong-wong langsung bali sawise panguburan rampung.,"Ing desa cilik, yen ana wong tilar donya, tangga teparo padha teka kanggo nulungi kulawargane",Wong-wong padha ndedonga lan ngucapake belasungkawa,Kabeh urusan panguburan digarap bareng-bareng,"Sawise panguburan, ana acara slametan",gpt4o,su
Fisheries and Trade,Warga desa rumangsa seneng lan nyaman sawise sedekah laut.,Warga desa ora ngerti makna sedekah laut.,Pak Slamet lan anak-anak desa ngadani acara sedekah laut,Sedekah laut iku tradisi kanggo ngurmati lan nyuwun berkah saka segara,Warga desa padha ngumpul ing pantai lan nglepasake sesajen menyang laut,Acara iki ditindakake kanthi khidmat lan meriah,gpt4o,su
Death,Arwahé Pak Tono dirasakake tentrem lan kulawargane dadi luwih tenang.,Arwahé Pak Tono tetep ora tentrem.,"Sawise penguburan, kulawarga Pak Tono ngadani slametan",Slametan iki dianakaké kanggo ngurmati arwahé Pak Tono,Wong-wong padha kumpul lan maca doa-doa,"Sawisé slametan, kulawarga lancar uripé",gpt4o,su
Religious Holiday,Wong-wong padha mangan ketupat lan opor.,Wong-wong padha kerja bakti ing omahe Pak Lurah.,"Nalika Idul Fitri, warga desa padha kumpul ing omahe Pak Lurah",Wong-wong padha njaluk pangapura lan silaturahmi,Anak-anak seneng amarga bisa entuk angpao,Tradisi iki nguatake hubungan antar keluarga lan tetangga,gpt4o,su
Socio-religious aspect of life,Adat iki mbantu nyegah panyebaran penyakit ing desa.,Wong-wong desa padha lali adat iki lan kena penyakit.,Siti lan kanca-kancane padha ngumbah tangan sadurunge mangan,Iki minangka adat sing dituruti saka leluhur,"Nalika musim pageblug, adat iki saya dikuatake",Wong-wong desa padha ngumbah tangan nganggo sabun lan banyu bersih,gpt4o,su
Death,Acara slametan iku bisa ngukupake silaturahmi antarane sedulur lan tetangga.,Acara slametan iku ora diterusake maneh.,"Dina sabtu, keluarga Widodo ngumpul ing omah","Ing omah, padha nganakake slametan kanggo mengenang almarhum kakek",Slametan iku ngundang tetangga lan sedulur,Warga padha mangan kembul bujana bareng-bareng,gpt4o,su
Religious Holiday,Ari lan keluargane ngrasakake harmoni lan kedamaian.,Ari lan keluargane ora peduli karo Dina Kuningan.,"Dina iki Dina Kuningan, lan keluarga Ari lagi nyiapake banten",Kabeh padha sibuk nggawe rangkaian bunga lan panganan,Ari lan adik-adike melu ngatur meja persembahan,"Ing wengi, padha nyembah bebarengan",gpt4o,su
Wedding,Pasangan kasebut milih nundha pernikahane.,Pasangan kasebut tetep nikah lan ora ana masalah.,Sasi Suro iku wektu sing keramat ing budaya Jawa,"Oleh sebab iku, pernikahan Ora dianjurake nalika sasi Suro",Ana pasangan sing tetap kepengin nikah ing sasi Suro amarga kapetung dina apik,Keluarga lan tetangga padha ngelingake,gpt4o,su
Religious Holiday,"Sajrone Idul Fitri, kabeh padha silaturahmi lan saling memaafkan.","Sajrone Idul Fitri, kabeh padha dolan menyang mall.",Dina Raya Idul Fitri wis cedhak lan warga desa padha nyiapake kupat lan lepet,Saben omah sibuk nggodog ketupat lan masak opor ayam,Bocah-bocah padha nunggu baju anyar sing bakal dipake ing dina raya,Wong tuwa padha nyiapake amplop kanggo sedulur lan tangga teparo,gpt4o,su
Religious Holiday,Tradisi iki njaga kebersamaan lan budaya gotong royong.,Tradisi iki ora disenengi dening generasi muda.,"Ing desa Ngadirojo, ana tradisi megengan kanggo nyambut wulan puasa",Wong-wong padha kumpul ing balai desa,Wong tuwa lan enom padha masak ing pawon desa,Kabeh padha mangan lan ndonga bebarengan,gpt4o,su
Traditional Games,Lina sukses kena benthik lan menang dolanan.,Anisa nesu lan ninggal dolanan.,"Anisa lan Lina dolanan ""benthik"" ing sawah",Anisa kudu njaga benthik supaya ora kena Lina,Lina ngarahake benthik kanthi ati-ati,Anisa siap nglawan,gpt4o,su
Death,"Akhire, sawah iku dibagi rata kanggo kabeh ahli waris.","Akhire, sawah iku dijual kanggo beli mobil.",Keluarga Prasojo nduweni sawah sing dowo,"Nalika mbah Kakung seda, sawah iku dadi rebutan",Kabeh pengin duwe bagean sing akeh,Warga desa padha prihatin ndeleng rebutan iki,gpt4o,su
Socio-religious aspect of life,Darto saiki wis ora sering ngalami pusing maneh.,Darto malah tambah pusing sawisé dipijet.,Darto sering ngalami lara pusing,Wong tuwane nggawa dheweke menyang dukun pijet,Dukun pijet kasebut nggunakake minyak kelapa lan rempah-rempah tradisional,Darto dirawat saben minggu,gpt4o,su
Agriculture,Pak Tani lan warga desa padha nandur padi bebarengan.,Pak Tani nandur padi dhewe-dhewe tanpa bantuan warga desa.,Pak Tani mangerteni yen musim udan wis teka,Dheweke arep nandur padi ing sawah,Kabeh warga desa padha siyap-siyap kanggo tandur bebarengan,Tandur bebarengan iku minangka tradisi sing ora bisa ditinggalake,gpt4o,su
Religious Holiday,"Sawise pawai, wong-wong padha tumplek blek ing masjid kanggo takbiran.","Sawise pawai, wong-wong langsung bali menyang omah masing-masing.","Malem takbiran, swara takbir kumandhang ing endi-endi",Wong-wong padha pawai ngubengi kampung,"Kembang api sumunar ing langit, nambah kemeriahan",Bocah-bocah seneng dolanan lan mangan bareng sedulur,gpt4o,su
Pregnancy and Kids,Bayine nindakake Tedhak Siten kanthi lancar lan nyenengake.,Keluargane Rini ora ngundang sanak saudara.,Bayi Rini lahir kanthi sehat,"Sakwise lahiran, Rini kudu nindakake adat Tedhak Siten nalika bayi umur pitung sasi",Keluargane Rini ngundang sanak saudara kanggo rawuh ing upacara iki,Upacara Tedhak Siten minangka lambang bayi sing mulai nyentuh bumi,gpt4o,su
Traditional Games,Joko ora putus asa lan ndandani egrangé kanggo lomba sabanjure.,Joko mutung lan ora gelem dolanan egrang maneh.,Ana lomba egrang ing alun-alun desa,Joko lan kanca-kancane melu lomba iki,Joko latihan saben sore supaya bisa menang,"Nanging, egrangé Joko patah nalika lomba",gpt4o,su
Agriculture,Panen ketela pohung iku kasil lan warga desa padha bungah.,Panen ketela pohung iku gagal lan warga desa padha sedih.,Mbok Siti nglumpukake warga desa kanggo panen ketela pohung,"Sadurunge panen, kabeh warga padha nyiapake sesaji kanggo bumi",Sesaji iki diwenehake marang Dewi Pertiwi supaya panen lancar,Panen ketela pohung dadi tradisi tahunan,gpt4o,su
Religious Holiday,Wong-wong padha ngrasa luwih akrab lan kompak.,Warga desa malah ora melu tradhisi iki.,"Ing desa Suro, ana tradhisi mangan kupat sepisan sawatara dina sakwise Idul Fitri",Kupat disajikake karo opor lan sambel goreng ati,Warga desa kumpul bebarengan ing balai desa kanggo mangan bareng,Acara iki kanggo nguatake rasa kebersamaan,gpt4o,su
Wedding,Tradisi panggih nglambangake wiwitan urip anyar bebarengan.,Tradisi panggih ora dilakoni amarga ora dibutuhake.,"Ing pernikahan Javanese, ana tradisi panggih",Tradisi iki nalika penganten papat mata pisanan sawisé upacara siraman,Penganten lanang bakal nginjak telur lan penganten wadon bakal ngumbah sikilé,Iki minangka simbol pengabdian lan kebersihan,gpt4o,su
Pregnancy and Kids,Sari rumangsa seneng amarga tradisi iki nguatake hubungan kulawarga.,Sari lara-lara amarga kesel nyiapake jenang.,"Dina pasaran, Sari lan simbok lagi nyiapake jenang abang kanggo slametan mitoni",Mitoni iku tradisi kanggo ngurmati kehamilan pisanan,Sari lan simbok nyawisake kabeh bahan kanthi teliti,Wong-wong desa padha kumpul kanggo ngrayakake,gpt4o,su
Agriculture,Mbah Suro ora tau ninggalake tradisi wiwitan iki.,Mbah Suro ora percaya yen upacara wiwitan bisa nggawa berkah.,Mbah Suro seneng nandur ketela pohung ing kebone,"Saben musim tandur, Mbah Suro mesthi ngadani upacara wiwitan",Upacara iki kanggo nyuwun berkah lan sukses ing panen,Ketela pohung Mbah Suro mesthi gedhe-gedhe lan manis,gpt4o,su
Religious Holiday,Kabeh warga seneng lan ngrasa guyub rukun.,Kabeh warga dadi males lan ora semangat.,"Saben nyedaki Natal, warga kampung padha nggawe pohon Natal bareng-bareng",Pohon iki dihias nganggo lampu-lampu lan ornamen sing apik,Bocah-bocah padha nyanyi lagu-lagu Natal kanthi semangat,Iki nggawe rasa kebersamaan lan kerukunan antar warga,gpt4o,su
Death,"Sawise nguburake, ana tradisi slametan pitung dina.","Sawise nguburake, wong-wong langsung bali menyang omah.",Mbok Sarinah tilar donya ing umur 90 taun,Keluargane ngadani upacara penguburan kanthi adat Jawa,Ana gamelan lan tembang macapat kanggo ngiringi,Wong-wong padha melu nguburake jenazah,gpt4o,su
Wedding,Dina lan Rama krasa luwih erat karo wong tuwa lan keluarga.,Dina lan Rama ora ngerti makna sungkeman.,"Dina upacara pernikahan, Dina lan Rama ngadani upacara sungkeman",Wong tuwa loro pihak padha ndonga kanggo kebahagiaan lan kesejahteraan pasangan anyar iki,Dina lan Rama klebu rasa haru,Sungkeman iku dadi momen penting kanggo kabeh keluarga,gpt4o,su
Religious Holiday,Budi lan kanca-kancane njaluk berkah kanggo taun ngarep.,Budi lan kanca-kancane ora seneng arak-arakan.,Budi lan kanca-kancane melu takbiran arak-arakan,Arak-arakan iki dadi tradisi saban taun ing desane,Kabeh warga desa padha melu lan seneng-seneng,"Sabanjure, padha numpak becak bareng-bareng",gpt4o,su
Agriculture,Panen pari dadi luwih subur lan akeh.,Panen pari gagal amarga hama wereng.,Pak Tani ngadani selamatan sadurunge panen padi,Selamatan iki minangka wujud rasa syukur marang Gusti,Kabeh warga desa teka kanggo ndedonga bebarengan,"Sawise selamatan, padha mangan bareng",gpt4o,su
Pregnancy and Kids,Aqiqah dipercaya bisa nulak bala lan mbuka rejeki.,Aqiqah mung minangka acara makan-makan tanpa makna spiritual.,Bimo lan Endah lagi nyiapake acara aqiqah kanggo anak lanang,Wong sak kampung padha diundang,Bimo lan Endah masak panganan kanggo acara iki,Acara aqiqah ditindakake kanthi meriah,gpt4o,su
Wedding,Siraman kasebut dilakoni kanggo njaga kesucian penganten wadon.,Penganten wadon ora nglakoni siraman amarga ora ana banyu.,Upacara siraman minangka bagéan penting saka pernikahan Jawa,Penganten wadon bakal dibasuh nganggo banyu kembang,Biyunge penganten wadon sing nindakake upacara iki,Penganten wadon kudu nganggo kemben lan kain batik,gpt4o,su
Religious Holiday,Kabeh warga ngrasakake kebersamaan lan keguyuban.,Kue apem iki mung kanggo dijual ing pasar.,"Dina Rebo Pungkasan, warga desa padha nyiapake kue apem",Kue apem iki minangka simbol panyuwunan pangapura,Warga padha nglumpuk ing rumah salah siji warga kanggo gawe kue bareng,Suasana dadi rame lan gayeng,gpt4o,su
Religious Holiday,Desa dadi luwih resik lan warga desa luwih guyub rukun.,Acara iki malah nggawe warga desa padha ribut.,"Saben taun, Pak Slamet nindakake tradisi bersih desa sadurunge Lebaran",Warga desa padha gotong royong mbenerake lan ngresiki lingkungan,Pak Slamet dadi pemimpin acara iki,Acara iki nggawe warga desa luwih akrab lan kompak,gpt4o,su
Wedding,Seserahan digawa menyang omahe calon manten.,Seserahan digawa menyang pasar.,Sinta nyiapake seserahan kanggo manten,Seserahan iku kalebu panganan tradisional,Wong tuwane Sinta melu nyiapake seserahan,Seserahan diatur apik ing tas anyaman,gpt4o,su
Wedding,Sesaji kasebut minangka wujud rasa syukur lan pangajab berkah.,Sesaji kasebut kanggo ngundang roh jahat supaya metu.,Keluarga Sinta nyiapake sesaji kanggo upacara adat Javanese,Sesaji iki digawe saka panganan tradisional kaya tumpeng lan jenang,Sesaji disusun kanthi rapi ing meja altar,Upacara iki kanggo ngucapake syukur marang leluhur,gpt4o,su
Art,Upacara tingkepan kasebut dadi rame lan meriah.,Wong-wong desa malah ora ana sing rawuh.,Keluarga Bu Asih arep nganakake upacara tingkepan kanggo bayi sing umure sebulan,"Ing upacara kasebut, bakal ana tari-tarian tradisional lan gamelan",Wong-wong desa padha diundang kanggo rawuh,Keluarga Bu Asih nyiapake kabeh kanthi teliti,gpt4o,su
Wedding,Upacara siraman dadi momen sing penuh berkah lan sakral.,Upacara siraman mung ditindakake sak wayah pesta pernikahan.,Upacara siraman bakal dianakake sadurunge pesta pernikahan Ardi lan Lestari,Keluargane Lestari nyiapake banyu siraman saka sumber suci,Ardi bakal nganggo baju adat lurik,Upacara siraman diiringi tembang-tembang Jawa,gpt4o,su
Agriculture,Panen pari Pak Tono tansah melimpah lan dadi conto kanggo petani liyane.,Pak Tono ora percaya karo upacara tradisional maneh.,Pak Tono petani sing rajin sing nandur pari saben musim,"Saben taun, dheweke mesthi nganakake upacara wiwitan sadurunge nandur",Upacara iki kanggo nyuwun berkah lan kesuburan saka Dewi Sri,Pak Tono percaya yen upacara iki penting banget kanggo panen sing sukses,gpt4o,su
Socio-religious aspect of life,Mbah Marijan ngundang kabeh warga kanggo mangan bareng sawise upacara.,Upacara ruwatan ora diadani maneh amarga warga ora percaya.,Mbah Marijan ngadani upacara ruwatan kanggo ngusir roh jahat,Upacara iki dianakake saben taun,Wong-wong desa padha teka lan melu ndedonga,Mbah Marijan nyiapake sesajen kanggo upacara,gpt4o,su
Fisheries and Trade,Pak Budi lan tanggane padha seneng amarga iwake sehat lan akeh.,Pak Budi ora gelem nerima bantuan saka tanggane.,Pak Budi duwe kolam iwak lele,"Saben dina, dheweke menehi pakan iwak lan ngganti banyu kolam",Pak Budi ngerti yen kolam lan iwak kudu dijaga kanthi apik supaya ora lara,Tetangga Pak Budi kerep melu nyumbang pakan iwak supaya panenipun lancar,gpt4o,su
Death,Wong-wong padha ngucapke pamit karo kulawarga sing ditinggal.,Wong-wong langsung mulih sawise solat jenazah.,"Saben ana wong mati, warga desa padha nganggo klambi ireng",Warna ireng minangka tandha duka cita lan hormat marang sing seda,Wong-wong padha ngelakoni solat jenazah bareng-bareng,"Sawise itu, kabeh padha mlebu omah kanggo mangan tumpeng bareng",gpt4o,su
Religious Holiday,Warga desa nyambut Idul Fitri kanthi kebersamaan.,Warga desa ora seneng mangan ketupat.,Ana tradisi mangan ketupat nalika Idul Fitri,"Sabanjure, warga desa padha-padha nggawa ketupat menyang masjid",Ketupat-ketupat iku banjur didoake bareng-bareng,"Sawise iku, ketupat dibagi-bagi marang kabeh warga",gpt4o,su
Agriculture,Warga desa percaya yen tandur jagung bakal subur.,Pak Mantri ora percaya karo tradisi punden desa.,Pak Mantri ngajak warga desa nandur jagung,Jagung dadi bahan pangan penting ing desa,"Sadurunge nandur, warga desa padha nyuwun berkah ing punden desa",Punden desa iku panggonan suci lan dihormati,gpt4o,su
Agriculture,Pesta rakyat dadi ajang ngucap syukur lan hiburan warga desa.,Pak Joko ora seneng karo keramaian pesta rakyat.,Pak Joko nandur pari lan jagung ing sawah,"Saben musim panen, dheweke adakan pesta rakyat",Warga desa padha teka lan ngrasakake panganan saka hasil panen,Pak Joko bangga karo hasil kerja kerasnya,gpt4o,su
Pregnancy and Kids,Anak ne Suryo dadi luwih tentrem lan ora seneng dolan maneh.,Anak ne Suryo tetep seneng dolan sawise acara ruwatan.,Suryo duwe anak remaja sing seneng dolan,Suryo ngajak anak ne kanggo ngadani acara ruwatan,Anak ne Suryo setuju lan padha bebarengan ndedonga,Sakulawarga Suryo nindakake acara ruwatan kanthi khidmat,gpt4o,su
Religious Holiday,Rina ora seneng karo perayaan Natal.,Perayaan Natal dadi momen kebersamaan kanggo keluarga Rina.,Rina lan keluargane nyiapake perayaan Natal,Dheweke dekorasi wit Natal nganggo lampu lan ornamen,Rina lan adhine nggawe kue Natal bareng ibune,Kabeh anggota keluarga padha nyanyi lagu-lagu Natal,gpt4o,su
Pregnancy and Kids,Upacara Mitoni dianakake kanthi hikmat lan meriah.,Sari lan bojone ora melu upacara Mitoni.,Sari lagi ngandhut anak kaping pisanan,"Menurut adat Jawa, Sari kudu nindakake upacara Mitoni nalika kandhutan nem wulan",Keluargane Sari wis nyiapake kabeh kabutuhan upacara,Sari lan bojone sumringah ngarep-arep kelairane bayi,gpt4o,su
Death,Keluarga Pak Slamet bisa mbayar utang lan urip rukun.,Keluarga Pak Slamet ora gelem mbayar utang lan padha rebutan.,Pak Slamet ninggalake utang nalika tilar donya,Keluargane kudu mbayar utang-utang kasebut,Kabeh anggota keluarga padha rembugan,Akhire padha setuju kanggo mbayar utang kanthi gotong royong,gpt4o,su
Socio-religious aspect of life,Pak Slamet lan keluargane urip tentrem lan berkah.,Pak Slamet lan keluargane ora ngalami owah-owahan sawise ruwatan.,Pak Slamet duwe kebiasaan nindakake ruwatan saben taun,Ruwatan iku kanggo njaga keluargane saka balak,Wong-wong desa padha ngumpul lan nonton acara iku,Pak Slamet percaya yen ruwatan bisa ngusir nasib ala,gpt4o,su
Fisheries and Trade,Iwak seger Pak Banu cepet entek ing pasar.,Pak Banu ora entuk akeh pelanggan.,Pak Banu minangka pedagang iwak ing pasar desa,"Saben esuk, dheweke menyang tambak kanggo njupuk iwak seger","Sawise iku, iwak-iwak kasebut dipasaraké karo cara tradisional",Wong-wong desa seneng tuku iwak saka Pak Banu,gpt4o,su
Daily Activities,Bayu sinau babagan tetanaman saka bapake.,Bayu lali nggawa wedang jahe mulih.,Bayu arep menyang kebon,Dheweke nggawa sabit lan ember,Bayu arep nglumpukake wedang jahe,Keluargane Bayu seneng ngombe wedang jahe,gpt4o,su
Fisheries and Trade,Ritual iki ditindakake kanthi hikmat lan kabeh warga desa melu ndedonga.,Ritual iki ora penting lan warga desa ora melu.,Keluarga Pak Manto duwe tambak udang ing desa pinggir kali,"Saben taun, ana ritual khusus kanggo nyuwun berkah lan keselamatan",Ritual iki kalebu nyembelih ayam lan ngucapake doa ing pinggir tambak,Kabeh warga desa melu lan ndedonga bebarengan,gpt4o,su
Death,Kulawarga lan tangga teparo padha guyup rukun mbantu nganti upacara rampung.,Kulawarga ora peduli karo tradisi lan ora ngadani upacara apa-apa.,"Nalika Pak Darmo seda, kabeh tangga teparo padha mbantu ngurus jenazah",Wong-wong padha nyiapake kuburan lan ngatur upacara panguburan,"Ing wengi panguburan, kulawarga nyuwun doa marang arwah Pak Darmo",Doa iki minangka tradisi kanggo ngucapake pamit lan nyuwun keselamatan kanggo arwah,gpt4o,su
Agriculture,Panen pari ing desa mau dadi sukses lan akeh.,Warga desa ora entuk hasil sing apik amarga salah teknik.,Pak Bambang nuduhake cara nandur pari ing sawah kanthi cara tradisional,Para warga desa padha nglumpuk kanggo sinau teknik iki,"Pak Bambang njlentrehake pentinge ngormati Dewi Sri, dewi pari",Kabeh warga nindakake upacara sesaji sadurunge nandur,gpt4o,su
Wedding,Upacara sungkeman nggawe suasana haru lan kebersamaan sing kental.,Upacara sungkeman nggawe penganten lan wong tuwa ora nyaman.,Penganten anyar nindakake upacara sungkeman sakwise pesta nikah,Upacara iki minangka wujud rasa hormat marang wong tuwa,Penganten njaluk pangestu lan njanjeni bakal tetep setya,Wong tuwa menehi nasehat lan pangestu kanthi tulus,gpt4o,su
Wedding,Wong tuwa mberkahi penganten supaya uripe rukun lan bahagia.,Penganten ora gelem sungkem lan lunga saka upacara.,"Sawise upacara pernikahan rampung, ana tradisi sungkeman",Penganten lan wong tuwa padha sungkem,Iki minangka wujud bakti lan rasa syukur marang wong tuwa,Penganten lan wong tuwa ngrasakake suasana haru,gpt4o,su
Socio-religious aspect of life,Pameran panganan tradisional dianakake kanggo nglumpukake dana bantuan.,Warga desa nglirwakake panenan lan pindhah menyang kutha.,Panen pari ing desane Pak Darto dadi rubuh,Udan deres njalari lemah kebak banyu,Pak Darto lan warga desa padha prihatin,Kabeh padha ndedonga marang Dewi Sri supaya panenan selamet,gpt4o,su
Death,"Sawise yasinan, kabeh padha mangan jenang abang.","Sawise yasinan, kabeh langsung bubar.",Keluarga Bu Sri nggawe acara yasinan saben malam Jumat,Iki kanggo nyengkuyung arwah almarhum Bapak,Tetangga lan sanak saudara padha teka,Wong-wong padha maca Yasin lan tahlil,gpt4o,su
Fisheries and Trade,Pak Sukri ngedum olahan iwak karo kabeh warga desa.,Pak Sukri mangan olahan iwak dhewe tanpa ngedum.,"Tiap taun, desa Ngawi ngadani festival iwak",Wong-wong padha nyiapake macem-macem olahan iwak,Pak Sukri dadi juru masak utama,Wong-wong padha ngenteni masakane Pak Sukri,gpt4o,su
Wedding,Resepsi diramekake kanthi tari-tarian tradisional.,Kabeh tamu lali karo adat Jawa.,"Dina rabi, Kinan lan Dika nganggo busana adat Jawa",Kinan nganggo kebaya putih lan Dika nganggo beskap hitam,Upacara ijab kabul dilakoni ing omah gedhe mbah Kakung,Kabeh tamu ngurmati adat Jawa lan nganggo busana tradisional,gpt4o,su
Religious Holiday,Melasti nggawe warga padha ngrasakake damai.,Warga Bali ora gelem nindakake Melasti amarga males.,"Sadurunge Nyepi, warga Bali ngadani upacara Melasti",Upacara iki dianakake ing pantai kanggo ngresiki diri,Kabeh padha mbuwang sesajen ing laut,Suasana dadi khusyuk lan sakral,gpt4o,su
Art,Andi nggawe sanggar gamelan kanggo bocah-bocah desane.,Andi mandheg main gamelan amarga capek.,Andi ahli main gamelan,"Saben ana upacara adat, Andi tansah melu main gamelan",Andi seneng yen kabeh wong ngapresiasi musik gamelan,Andi kepengin ngajari generasi muda supaya tresna gamelan,gpt4o,su
Death,"Sawise rampung upacara, kabeh padha mangan ing omah sing ditinggal.",Wong-wong padha ora ngerti apa sing kudu ditindakake sawise upacara.,"Ing desa cilik, ana tradisi khusus nalika ana wong mati",Saben warga desa kudu teka melu layat lan doakan wong sing mati,Wong-wong padha nggawa kembang lan lilin,Klambi ireng dadi sandhangan wajib kanggo kabeh wong sing melu,gpt4o,su
Death,"Sawise penguburan, kulawarga Pak Surya ngadani selamatan pitung dina.","Sawise penguburan, tetangga padha bali menyang omahe dhewe-dhewe tanpa ucapan.",Pak Surya wis tilar donya,Kulawargane lagi ngatur upacara penguburan,Tetanggan padha teka kanggo nulungi persiapan,Wong-wong padha nganggo klambi ireng minangka lambang bela sungkawa,gpt4o,su
Death,Upacara iki dipercaya bisa mbantu arwah bapake supaya bisa tentrem ing alam baka.,Upacara iki ora penting kanggo keluargane Slamet.,Slamet lan keluargane lagi nyiapake upacara patang puluh dina kanggo bapake sing wis seda,Wong-wong padha teka lan ndedonga bareng,Ana panganan tradisional kaya gethuk lan klepon kanggo para tamu,Wong-wong padha nganggo klambi putih minangka lambang kesucian,gpt4o,su
Art,Anak-anak desa dadi luwih ngerti lan tresna marang budaya dhewe.,Pak Agus terus nyimpen gamelan sawise latihan rampung.,Pak Agus ngetokne gamelan saka gudang,Gamelan bakal digunakake kanggo latihan karawitan anak-anak desa,Pak Agus ngandhani pentinging gamelan ing budaya Jawi,Anak-anak padha sumringah latihan karawitan,gpt4o,su
Religious Holiday,Upacara iki njaga tradisi lan budaya leluhur.,Upacara iki nggawe desa rame banget.,"Ing malem Suro, warga desa padha ngumpul ing alun-alun desa",Wong-wong padha nyiapake sesaji lan sesuguh,Wong tuwo desa mimpin doa kanggo keselamatan lan kedamaian desa,Suasana dadi khusyuk lan sakral,gpt4o,su
Wedding,Tradisi iki minangka lambang pengabdian lan kesungguhan.,Keluarga pengantin padha nyiapake seserahan kanggo dimakan.,Ana tradisi seserahan ing Javanese wedding,Seserahan iki minangka simbol tanggung jawab lan komitmen calon pengantin,Barang-barang seserahan biasane diwenehake ing upacara adat,Keluarga pengantin padha nyiapake seserahan kanthi teliti,gpt4o,su
Pregnancy and Kids,Upacara selapanan dilakoni kanthi khidmat lan bayi entuk nama sing apik lan penuh berkah.,Budi lan Ani ora nindakake upacara iki lan langsung menehi nama marang bayi tanpa ritual.,"Dina iki, Budi lan Ani kudu menehi nama kanggo bayi anyar","Miturut adat Jawa, penentuan nama kudu dilakoni kanthi upacara selapanan",Upacara iki kanggo nyuwun berkah lan perlindungan marang bayi,Budi lan Ani nyiapake kabeh kebutuhan kanggo upacara iki,gpt4o,su
Wedding,Busana panggih nglambangake tradisi lan budaya Javanese.,Calon penganten lanang luwih seneng nganggo jas modern.,Calon penganten lanang nganggo busana panggih,"Busana panggih iki kalebu beskap, blangkon, lan kain jarik",Warna busane biasane cocog karo busana calon penganten wadon,Upacara panggih dianakake ing omah calon penganten wadon,gpt4o,su
