topic,correct_ending,incorrect_ending,sentence_1,sentence_2,sentence_3,sentence_4
Art,"Dika ngajual gitar lamanya ka temen anjeunna, nu ogé seneng musik.",Dika ngajual gitar lamanya ka toko barang bekas.,Dika ngarasa hoyong ngadengekeun musik salami,Anjeunna ngajual gitar lamanya,Dika ngarasa teu boga duit nu kagambuhan pikeun nambahkeun duitna,Anjeunna ngarasa teu boga pilihan nu lain
Pregnancy and Kids,Gita teh ditawarkeun terapi hormon pikeun ngahasilkeun anak.,Gita geus henteu boga masalah kaasup kesuburanna.,Gita teh mangduka ka klinik kandungan,Gita geus kawin 2 taun tapi teu boga momongan,Gita nempo dokter sareng pasanganna,Gita teh ditanya tina dokterna tina faktor-faktor nu ngagagu kana kesuburanna
Pregnancy and Kids,"Dinda ngarasa kasimpang-simpang, hayang boga anak tapi henteu boga pasangan.",Dinda geus boga anak.,Dinda teh nangtung ka pasar,Dinda nempo hiji bapak nu ngajual jamu,Dinda ditawarkeun jamu nu katampi kana pasanganna,Dinda geus tiasa ngarasa hayang boga anak
Fisheries and Trade,Raka boga hiji usaha anu sukses.,Raka teu boga kérép ngajual.,Raka ngajual ikan di pasar,Raka boga warung boga,Raka boga manajemén warung anu patali,Raka boga kérép ngajual
Food,Asep ngariri bolu gulung ti lada.,Asep ngariri bolu gulung ti selai.,Wulan jeung kaka oge ngariri bolu gulung,Kaka Wulan ngariri bolu jeung krim,Wulan ngariri bolu jeung coklat,"Asep, kaka, jeung Wulan ngariri bolu jeung cara anu beda"
Fisheries and Trade,Asep ogé ngarasa kudu ngalung kieu leungeun di pasaran pikeun ngajaga pangaruhna.,Asep teu acan jadi juragan leungeun.,Asep mahir ngalung kieu leungeun,Asep ngarasa bangga bisa ngalung kieu leungeun sarta ngarasa leungeun jadi kieu mah tiasa ngajaga pangaruh sarta budaya,Asep ogé ngarasa kudu ngalung kieu leungeun di pasaran pikeun ngajaga pangaruhna,Asep ngarasa teu acan jadi juragan leungeun
Pregnancy and Kids,"Asep nganjang ka dalem, nyaho we nu luhur téh patarosan.",Asep ngarasa luhur.,Asep ngajadikeun kadua orokna,"Ari ka tukang urang kitu, Asep nunjukkeun nu luhur ka urang sadaya",Asep teu ngarasa bener,Asep ngarasa nu teu bener
Art,Rara ngahijikeun busana anu ngaboga motif batik Parahyangan.,Rara ngarancang busana jeung motif batik Jawa.,Rara geus ngarancang busana pikeun acara panalungtikan,Rara ngan teu boga pengalaman di widang mode,Rara ngarancang busana jeung inspirasi ti budaya Sundanese,Rara ngarasa bangga jeung hasil rancanana
Food,Nining teu bole ngeceunkeun pelanggan.,Nining geus bosen jualan cendol.,Nining hayang ngajual cendol di pasar,Nining ngajualna geus lama,Ogé jadi sumber pemasukan pangheula,Nining kudu ngajual cendol sakumaha anu biasa
Pregnancy and Kids,Ujang nganjang ka imah tina deui tur ngadahar nu enak.,Ujang teu bisa ngadahar deui.,Ujang nganjang ka imah tina,Ujang ngadahar nu enak,Ujang ngarasa kagum ka tina,Ujang ogé nganjang ka imah tina deui
Food,Adit ngarempak boga sunda pikeun parantosan imahna.,Panggangan anu diwarisi ku buyutna teu tiasa ngarempak boga.,Adit mahir ngarempak,Anjeun ngarempak di dapur imahna,Adit ngarempak make panggangan nu diwarisi ti buyutna,Naha panggangan anu diwarisi ku buyutna tiasa ngarempak boga nu lezat
Pregnancy and Kids,"Uwa Ajis ngan geus ngajual imahna ka tetangga, tapi teu teu kudu ngajual imahna.","Uwa Ajis ngan geus ngajual imahna ka tetangga, tapi kudu ngajual imahna.",Uwa Ajis parantos teu abdi,Uwa Ajis geus tua jeung leumpangna kasep,Kulawargana geus siapkeun nu abdi di imah,Uwa Ajis ngan geus ngajual imahna ka tetangga
Agriculture,Raka boga temen nu leutik.,Pohonna teh pohonna Raka siga-siga.,Raka boga hiji kebon nu loba pohonna,Pohonna teh béda-béda rupa jeung jenis,Raka ngahijikeun ka kebonna sareng temenna,Temenna ngajaga pohonna
Food,Sinta boga parantosan nu lepat ti boga sunda anu dijualna.,Sinta teu boga warung boga sunda.,Sinta ngajual boga sunda,Anjeun boga warung boga sunda di pasar,Sinta ngajual boga sunda nu lezat jeung halal,Sinta ngajual boga sunda pikeun parantosan keluarga
Art,Tantan kedah ngajalan latihan sarta ngahijian leuwih pisan.,Tantan ogé kedah ngajalan latihan sarta ngahijian leuwih pisan.,Tantan tiasa main angklung sarta kecapi,Manéhna boga bakat seni nu alit,Tantan ogé bisa nyanyi lagu-lagu sunda,"Lantaran anu ngabedakeun, manéhna teu boga rasa percaya dirina"
Traditional Games,Udin ngajadikeun tradisi jeung ngawangun komunitas gobak sodor.,Udin ngajadikeun kompetisi gobak sodor pikeun jualan.,Udin geus ngajadikeun tradisi ngajadikeun permainan gobak sodor jeung kanca-kanca,Udin ogé ngajadikeun kompetisi gobak sodor dina kampungna,Udin geus ngajadikeun kompetisi gobak sodor nu leuwih gedé,Udin ogé ngajadikeun acara gobak sodor pikeun kawula muda
Pregnancy and Kids,Ari ngadungkeun anjeunna jeung ngarasa harita.,Ari teu ngadungkeun anjeunna jeung ngarasa teu harita.,Ari geus ngandung,Ari naha ngadungkeun anakna ku cara nu bener,Ari ngadungkeun anjeunna ku cara nu bener,Ari geus ngandungkeun anjeunna
Death,Ari kudu ngajaga anakeun nu sakit,Ari nempo sayur di pasar,Ari kudu ngajaga anakeun,Ari nganjang ka pasar,Ari teu nempo sayur,Ari balik ka imah
Religious Holiday,Deden teu bisa nunggu lebaran jeung manéhna,Deden nunggu lebaran di pasar,Deden ngahiji ka pasar jeung bébasana,Deden ngabogaan sakabéh kaperluan lebaran,Deden hirup-hirup kénging ka manéhna,Deden ngarasa henteu sabar nunggu lebaran
Agriculture,Euis ngabenerkeun adat ngarawat bumi.,Euis teu ngabenerkeun adat ngarawat bumi.,Euis geus ngabangun sawah,Euis geus ngarawat,Euis nunggu hasil panen,Euis ogé urang sabilulungan
Family Relationships,Asep ngarasa siga di-bully ku nu katingali.,Asep geus tiasa ngabogaan dagangna.,Asep ngabogaan katingali di pasar,Asep ngarasa teu sareng jeung dagangna,Asep nyaho nu ngajual dagangna mah katingali,Asep geus ngarasa tiasa ngabogaan di pasar
Traditional Games,Asep ngagaduhkeun kompetisi galasin pikeun ngahartina deui traditional game ieu.,Asep jadi juara 1 kompetisi.,Asep manéhna maén galasin jeung kawan-kawanna,Galasin geus jadi salah sahiji traditional game nu langka,Asep geus loba ngalatih kahirupna,Asep sok ngajadikeun kompetisi
Religious Holiday,Dinda ngadahar jeung keluarga di imah.,Dinda geus ngarencanakeun libur ka Bali.,Dinda teu boga tradisi Lebaran,Dinda teu ngarti tradisi Lebbaran di Sunda,Dinda parantos ngahadikeun parahan jeung kue Lebaran,Dinda ogé ngajak keluarga nyumputin
Traditional Games,Ari jadi pangalus sapopoe maén egrang.,Ari ngarasa geus wani maén egrang.,"Dina kampong, kieu ari-ari jeung budak-budak maén egrang","Dina maén egrang, Ari sok jatujatuh",Ari sok kasebut jadi budak pangalusna,Ari sok nyaho kudu ngadahar mah
Wedding,"Uwa Maman bakal ngajieun putrinya, supaya putrinya teu henteu kawin.","Uwa Maman bakal ngajieun putrinya, supaya putrinya geus boga calon.",Uwa Maman ogé teu katingali geus lila-lila,"Anjeunna boga salah sahiji putri, tiasa dibilang geus umur kawin",Uwa Maman teu boga nu ngajieun,Anjeunna geus niatkeun ngajieun putrinya
Food,Abah ngarasa jieunan anu leuwih hade bakal leuwih laku.,Abah teu boga anu dijieun deui.,Abah geus loba ka pasar,Abah ngajual anu dijieun ku umahna,Abah jieun anu leuwih hade,Abah boga jieunan anu boga citarasa leuwih hade
Traditional Games,"Ratih jeung kawas ngadahar anu sanés nu aya dina panggihan, ngadahar anu leuwih murah.",Ratih jeung kawas teu acan ngadahar anu langkung mahalnya.,"Dina panggihannana jeung kawas, Ratih ngadahar anu langkung",Anjeunna ngadahar anu sanés nu aya dina panggihan,Anjeunna ogé ngadahar anu teu acan dipaké,Anjeunna ogé ngadahar anu langkung mahalnya
Art,Nengti geus boga duit sarta bisa ngahasilkeun karya seni rupa anu luhur.,Nengti geus boga duit sarta teu boga karya seni rupa anu luhur.,Nengti geus teu boga duit,Anjeunna niat nyieun seni rupa pikeun dijual,Nengti geus ngahasilkeun karya seni rupa anu luhur,Anjeunna geus boga duit sarta bisa ngahasilkeun karya seni rupa anu luhur
Death,Ade ngahiji ngahijikeun bubur kacang ijo ka bobotohna.,Bubur sumsum anu ngahiji dianggo kanggo ngahiji hari.,"Kanggo ngahiji hari, Ade nyiapkeun sarapan ka bobotohna",Anjeunna ngahiji ngahijikeun bubur kacang ijo,"Ari kaunah, anjeunna ngahiji ngahijikeun bubur sumsum",Bubur kacang ijo jeung bubur sumsum nyaéta sarapan anu patali pikeun nyambut tamu
Socio-religious aspect of life,Abah ngajelaskeun cara ngajaga jeung ngabogaan budaya Sunda.,Abah ngajelaskeun cara ngarupakeun nu lain ti budaya Sunda.,"""Aya nu ngarupakeun nu lain ti budaya Sunda",""" Ceuk Abah",Abah ngajelaskeun pentingna ngajaga budaya jeung tradisi,"""Aya nu ngarupakeun nu lain ti adat jeung tradisi"
Pregnancy and Kids,Udin jeung Udinah ngajaga anakna jeung ngahentaun tradisi ngarokok di dalem rumah.,"Udin jeung Udinah teu boga waktos pikeun ngajaga anakna, anjeunna terus ngarokok di dalem rumah.",Udin jeung Udinah boga anak nu masih balita,Anjeun boga tradisi ngarokok di dalem rumah,Udin jeung Udinah teu boga manajemén waktos anu saé,Anjeun teu boga waktos pikeun ngajaga anakna
Fisheries and Trade,Asep teu bisa ngajual ikan.,Asep jadi juru jual ikan.,Asep mahay kuringan,Asep sok ngajual ikan,Asep nganjang ka pasar,Asep ngarasa hese jual ikan
Fisheries and Trade,Asep hoyong basona boga rasa nu leuwih pedas.,"Asep salah ngarasa, basona aya nu anyar jeung nu kadaluarsa.",Asep ngajual ikan di pasar,Ikan-ikan anu dijualna geus diolah jadi baso,Asep ngarasa pangaleman baso na leutik,Asep nambahkeun garam jeung lada sacara berlebihan
Agriculture,Asep ngarasa bangga nu bisa nangtukeun bapa anu geus tuir.,Asep katingali teu bisa ngabantosan sarta balik ka imah.,Asep ngarencanakeun ka sawah,Anjeunna kudu ngabantosan bapa deui,"Asep teu boga pengalaman, tapi hayang nangtukeun bapa",Asep nahaon ku bapa deui
Socio-religious aspect of life,Mang Ujang jeung sang istri ngajieun acara kawinan nu ngawengku adat sunda jeung modern.,Mang Ujang jeung sang istri ngajieun acara kawinan nu leuwih modern tanpa ngawengku adat sunda.,Mang Ujang resep ngalungkeun acara kawinan,Anjeunna jeung sang istri ngahaturkeun ka pakar adat pikeun ngalungkeun acara,Anjeunna ogé ngajieun acara adat nu leuwih modern,Mang Ujang jeung sang istri ogé ngahaturkeun ka tetangga pikeun ngajieun acara kawinan
Family Relationships,Dika jeung istri na ngajalanan konseling jeung ngahadapi masalahna kalayan sabar.,Dika jeung istri na ngarasa teu boga harapan jeung putus asa.,Dika geus kawin jeung boga anak,Dika jeung istri na hareup ngahadapi masalah,Dika jeung istri na teu bisa kompromi,Dika jeung istri na keur pisah
Socio-religious aspect of life,Wulan ngiringan ka tradisi nu dipikawanohkeun ku bapana.,Wulan teu boga tradisi nu dipikawanohkeun.,Wulan boga tradisi nu dipikawanohkeun,Anjeunna ogé boga tugas nu kudu dilakonan,Wulan teu boga waktos,Wulan ogé teu boga katingali
Agriculture,Dadang ngaharepan patarosan ti pemerintah.,Dadang ngajual tanahna pikeun modal.,Dadang hayang ngarobah cara tani,Dadang parantos ngarobah sistim tani di ladangna,Dadang kudu ngahasilkeun panenan anu leutik tapi berkualitas,Dadang teu boga cukup modal
Traditional Games,Asep ngiringan tradisi jeung ngajadikeun pangajaran pikeun kawula muda.,Asep ngalungkeun layang-layang nu leuwih gedé pikeun kompetisi nu leuwih gedé.,Asep geus ngajadikeun tradisi ngalungkeun layang-layang dina panenjoan imahna,Asep ogé geus ngajadikeun tradisi ngalungkeun layang-layang sarta ngajadikeun kompetisi jeung kanca-kanca,Asep geus ngalungkeun layang-layang nu paling gedé,Asep nganjang ka imah kanca-kanca jeung ngajadikeun kompetisi layang-layang
Socio-religious aspect of life,Euis jeung jodona ngabangun imah sarta hijrah bareng.,Euis mah teu boga jodona.,Euis mah geus boga jodona,Euis jeung jodona mah hayang ngabangun imah,Euis mah tiasa ngajaga kaayaan sarta ngahijrah,Jodona Euis mah ngadukung hijrah
Traditional Games,Galuh jeung temanna ngabentuk tim nu kuat tur ngamimitian budaya Sunda.,Galuh jeung temanna teu resep aranjeun tradisional.,"Galuh tur temanna ngajadikeun ""Egrang"" di lapangan",Galuh jeung temanna boga tujuan pikeun ngabentuk tim,Galuh geus ngajadikeun aranjeun tradisional lianna,"Galuh jeung temanna ogé ngajadikeun acara ""Ngabogaan"" di kampong"
Wedding,Ridwan ngahaturkeun pisan ka kawin jeung ngabantosan ka sakabehana.,Ridwan teu ngahaturkeun ka kawin jeung ngabogaan adat.,Ridwan teu boga sanajan di kawin,Ridwan hareup ngahaturkeun ka mantu,Ridwan hareup ngahaturkeun ka siraman,Ridwan hareup ngahaturkeun ka midangda
Religious Holiday,Mang Ujang ngiringan tradisi ngalaksanakeun ngabagikeun paréléngan ka tetangga.,Mang Ujang ngiringan tradisi ngalaksanakeun ngabagikeun paréléngan ka pasar.,Mang Ujang boga tradisi nu lada,Mang Ujang ngiringan tradisi ieu sapanjang bulan puasa,Mang Ujang ngiringan tradisi ieu pikeun ngiringan lebaran,Mang Ujang ngiringan tradisi ieu sareng nu lain
Family Relationships,Ujang ngahayang kawas ti pamina.,Ujang teu boga hubungan jeung sanak keneuhna.,Ujang ngarana di desa,Ujang boga sanak tur keneuh di desa,Ujang geus kawin jeung boga anak,Ujang hayang ngajeng ka kota
Socio-religious aspect of life,"Iceu mah geus biasa ngadahar, jadi teu kudu ngadahar deui.","Iceu teu biasa ngadahar, jadi henteu kudu ngadahar deui.",Iceu mah geus biasa ngiringan ngadahar,Iceu ngadahar jeung ngiringan ngadahar,Iceu geus biasa ngadahar,Iceu teu kudu ngadahar
Agriculture,Uwa Yana harita jadi pedagangan nu puguh.,Uwa Yana teu boga sayur nu kudu dijual deui.,Uwa Yana ngajual hasil panen sayur di pasar,"Dina pasar, anjeunna dipisahan ku salah sahiji pedagangan",Uwa Yana kudu ngajual sayurna ka hargana nu leuwih murah,Uwa Yana teu acan ngarasa puguh jeung sakabehna
Pregnancy and Kids,Asep ngajadikeun acara ngahadiran kageman jeung tina sapuluh.,"Asep teu ngajadikeun acara, kageman jeung tina sapuluh ngarasa kecewa.",Asep ngabantosan kageman tina Jakarta,Asep ngajadikeun acara ngahadiran,Kageman sareng tina sapuluh,Asep ngajadikeun acara ka imahna
Daily Activities,Asep ngan bisa ngarapi imahna.,Asep bisa ngarapi imahna.,Imahna Asep dipenuh ku barang,Asep ngan boga waktu,Asep ngan boga tenaga,Asep ngan boga asisten
Religious Holiday,Yaya ngadamel kue lebaran sareng jelema anu teu dikenal di dapurna.,Yaya ngadamel kue lebaran sareng jelema anu teu dikenal di pasar.,Yaya ngahijian ngadamel kue,Yaya ngadamel kue lebaran,Yaya ngadamel kue lebaran sareng jelema anu teu dikenal,Yaya ngadamel kue lebaran sareng jelema anu teu dikenal di dapurna
Art,"Asep ngarasa hese jeung Udin, Udin geus ngarasa kagungan hutang.",Asep jeung Udin ngan jajan.,Asep jeung Udin ngeunaan kabéhan jajan di warung,"Asep ngajual jajan, Udin ngadagoan",Asep jeung Udin ngan dalapan jajan,Asep ngeunaan keur Udin
Pregnancy and Kids,Nining ngadahar ngagunakeun bumbu nu leutik jeung sayuran nu segar pikeun anakna.,Nining ngadahar ngagunakeun bumbu nu lada jeung sayuran nu asin pikeun anakna.,Nining kagungan anak nu pareng,Anjeunna resep pisan ngajaga anakna,Nining ogé ngadahar nu bener pikeun anakna,Anjeunna henteu ngarasa repot ngadahar mah
Family Relationships,Nengti jeung suami na ngajalanan konseling keuangan jeung ngarencanakeun keuangan kalayan bijak.,Nengti jeung suami na teu ngarencanakeun keuangan jeung ngalangkungkeun duit.,Nengti geus nikah jeung geus boga anak,Nengti jeung suami na hareup ngahadapi masalah keuangan,Nengti jeung suami na teu bisa kompromi,Nengti jeung suami na pisah
Agriculture,Rara ngiringan ngarujak ku keluarga besarnya.,Rara ngarujak ka sawah sakaliwat.,Rara geus nunggu ka sawah,Rara ngiringan ngarujak ku Abahna,Sawahna diwarisi ti kakungna,Rara ogé ngiringan ngarujak ku pamaenna
Fisheries and Trade,Rayhan ngan kagum ka bapana.,Rayhan ngan boga warung boga.,Rayhan geus ngahijian di laut kalayan bapana,Bapana ngajual ikan anu ditangképna,Bapana ngarasa seneng kaulinan ikan,Bapana ngarasa seneng boga warung boga
Religious Holiday,Nining ngabogaan adat sarta ngiring bingah.,Nining teu acan ngiring bingah.,Nining ngajadikeun upacara adat kawin,Upacara diaduk ku bapa sareng indungna,Nining hareup ka pangayoman ka bapa-indungna,Upacara diaduk jeung ngabogaan adat Sunda
Daily Activities,Euis mah teu boga STNK,Euis mah teu boga SIM,Euis mah geus ngajadikeun motor,Motor Euis mah lada nu anyar,Euis geus ngajadikeun SIM,Euis geus ngajadikeun STNK
Traditional Games,Egi ngajadikeun layangan jeung main bareng temen-temenna.,Egi nyaho kudu main layangan deui.,Egi geus gede,Egi hoyong main layangan,Egi geus teu bisa main layangan,Egi hayang ngajadikeun layangan
Fisheries and Trade,Asep bisa ngajaga usaha kolam ikanna jeung béréngsih,Asep teu boga kolam ikan,Asep geus ngajaga kolam ikan sapuluh taun,Asep ngarawat jeung ngaraga ikan dina kolamna jeung hati-hati,Ikan-ikan di kolam Asep geus gede jeung sehat,Asep panen jeung jual ikan sapuluh kilonan
Daily Activities,Lilis ngadamelna geus matang,Lilis ngadamelna teu matang,Lilis teu biasa ngadamel,Lilis hayang ngadamel keur sangkuriangna,Lilis nganjang dapur,Lilis mimiti ngadamel
Pregnancy and Kids,Teh ngabukti bade ngandung.,Teh geus teu boga rasa mual.,Tiasa ngarasa teh bade ngandung,Teh teu boga rasa mual,"Geus sababaraha minggu, teh ngan teu boga rasa mual",Teh ngarasa kudu bade ngandung
Socio-religious aspect of life,Uwa Jaja ngajaga sanggeusna dina waktos hirupna anu teu acan.,Uwa Jaja henteu boga waktos pikeun ngajaga sanggeusna.,Uwa Jaja kudu ngajaga sanggeusna,Uwa Jaja kudu ngabenerkeun hirupna,Uwa Jaja kudu ngajaga kesehatan,Uwa Jaja ngarasa anjeunna teu boga cukup waktos
Agriculture,Murid-murid ngartos tina teh bumbu nu hade pikeun ngarancang.,Murid-murid teu acan ngartos tina teh bumbu nu hade pikeun ngarancang.,Kang Emil nganjar sakola ngabahas tina,Kang Emil ngabantuan tina ngabangkeun bumbu-bumbu nu séjén,Kang Emil ngajelaskeun cara ngarancang tina,Kang Emil ngajelaskeun tina teh bumbu nu hade pikeun ngarancang
Food,Yuda boga parantosan nu lepat ti boga sunda anu dijualna.,Yuda teu boga warung boga sunda.,Yuda boga hiji usaha boga sunda,Anjeun ngajual boga sunda di warung boga sunda anjeunna,Yuda ngajual boga sunda nu lezat jeung halal,Yuda ngajual boga sunda pikeun parantosan keluarga
Wedding,Kawinan ditunda,"Kawinan jadi, Laras jeung Dimas teu aya masalah",Dimas jeung Laras geus pacaran lama,Ortu Laras nyieun janji kawin,Laras jeung Dimas teu acan siap nikah,Ortu Laras geus nyiapin sakabehna
Family Relationships,Udin ngajaga Raka jeung ngaleuleupkeun manéhna.,Raka teu ngarasa katingal di sawah.,Raka jeung Udin ngajalan ka sawah,Raka teu resep ka sawah saprakna manéhna geus lama teu ngajalan ka sawah,Udin ngajaga Raka,Raka ngarasa katingal di sawah
Food,Teteh jadi gumbira jeung bangga.,Teteh jadi ceurik sarta ngarasa kecewa.,Teteh réngsé ngajadikeun bubur sumsum,Teteh ngan tina pasar jeung ngajadikeun bubur,Teteh ngahiji buburna ka sanak keluarga,Teteh geus ngahiji bubur jeung jadi geus hade
Food,Rino kudu ngarasa pentingna sarapan,Rino ogé kudu ngarasa pentingna olahraga,Rino teu boga waktu ngahiji,Rino teu boga sarapan,Rino ngarasa lampa pisan,Rino teu boga tenaga
Food,Asep ngajaga tradisi teh Sunda.,Asep teu boga rasa nasionalisme.,Asep hese make sumping,Asep ogé teu biasa ngarasa teh pisan,Asep ngajak Asep keur ngahijian,Asep kudu ngajaga budaya teh Sunda
Family Relationships,Euis jadi tiasa ngabanggaan dagangna,Euis jadi boga.,Euis geus ngadahar ka pasar pikeun ngajual boga,Euis geus ngajalanan tawar-menawar jeung aya nu lumayan,Euis geus ngajual boga ka famili jeung tetangga,Euis jadi boga sanajan poho ngabanggaan dagang
Art,Riri jadi juara sayembara jeung angklungna dinobatkan salaku angklung nu paling indah.,Riri ngadahar mie instan jeung teh manis.,Guru musik di sekolah geus ngajadikeun sayembara nyieun angklung,Angklung geus jadi alat musik tradisional nu jadi kebanggan,Riri geus ngajadikeun angklung nu cantik jeung pas,Riri boga harapan gede bakal jadi juara
Pregnancy and Kids,Rara ngarasa teu boga kasempetan pikeun ngadamel tugas.,Rara langsung ngadamel tugasna.,"Rara geus ngandung, sarta ayeuna teu boga kasempetan",Rara nahaos ka kolotna yén anjeunna teu bisa ngadamel tugas,"Rara ngarasa lila, sarta teu boga kasempetan",Rara nahaos ka kolotna yén anjeunna bisa ngadamel tugas
Daily Activities,"Angga ngalawan kompetisi lari jarak jauh, ngabanggakeun semangat jeung luhur.",Angga henteu bisa ngalawan kompetisi lari jarak jauh.,Angga geus ngalawan kompetisi lari,Angga geus ngalatih diri dina lari jarak jauh,Angga ngalawan kompetisi jeung ngalawan waktos,Angga ngalawan kompetisi lari jarak dekat
Socio-religious aspect of life,Dadan ngaharepan acara mapagna bisa ngajaga adat jeung kawas.,Dadan ngaharepan acara mapagna bisa ngajaga adat tanpa kawas.,Dadan ngarencanakeun acara mapag tina panganten,Dadan ngajadikeun acara anu hade jeung kawas,Dadan ngan parantosan nu pisan,Dadan boga kawas anu teu biasa
Traditional Games,"Abah jeung Mama main galasin di ngora, ngajadikeun ngora jadi waktos hirup nu sareng.",Abah jeung Mama geus teu main galasin deui.,"Nu jadi gaduh di imah, Abah jeung Mama dumasar ka ngora","Dina ngora, Abah jeung Mama main galasin",Abah ngajadikeun galasin ti batu,Mama ngajadikeun galasin ti kayu
Family Relationships,Asep jadi contoh nu bener pikeun sadayana.,Asep jadi arogan jeung nganani sadayana.,Asep ngarupakeun nu kasep di kelas,"Dina kelasna, Asep jadi murid nu terpandang",Asep geus jadi ketua kelas,"Dina rumaha, Asep ogé jadi anak nu panutan"
Traditional Games,Wulan geus ngajadikeun acara ngabogaan nu loba pikeun ngamimitian budaya Sunda.,Wulan teu boga tujuan anu jelas dina ngajadikeun acara ngabogaan.,"Wulan sabanjure ngajadikeun acara ""Ngabogaan"" di kampongna",Wulan ngajadikeun kacapi suling turanggang,Wulan ogé ngajadikeun aranjeun tradisional lianna,Wulan boga tujuan pikeun ngamimitian budaya Sunda
Pregnancy and Kids,Anggi nahaos ka dokterna yén anjeunna boga tugas nu leuwih penting.,Anggi langsung ngarasa saluyu jeung anakna.,"Anggi ngajaga anakna, sarta geus ngalungkeun anakna ka dokter",Anggi nahaos ka dokterna yén anakna teu bisa mandiri,Anggi nahaos ka dokterna yén anjeunna henteu boga kasempetan,Anggi ngarasa anakna bisa ngadamel anu anjeunna harep
Fisheries and Trade,Asep teu boga duit pikeun balanja,Asep ngajual parahu sapari nyerepkeun duitna.,Asep dumasar ka pasar,Asep ngajual ikan,Asep teu bisa nyerepkeun duitna,Ikan-ikan Asep dicolong
Wedding,"Teteh Nengsi kudu ngarencanakeun kawinna jeung pisan-pisan, supaya kawinna hade jeung luhur.",Teteh Nengsi kawin tanpa ngarencanakeun.,Teteh Nengsi ngahaturkeun kawin,Nu ngahaturkeun kawin kudu ngarencanakeun henteu acan,Teteh Nengsi teu boga waktos,Teteh Nengsi teu ngarencanakeun kawin
Socio-religious aspect of life,Udin ngaluan ka kamar mandi,Udin teu boga masalah,Ieu nyieun Udin nyaho manéhna teu boga daya tahan,Udin ngadahar sayur leunca,Udin ngadahar leunca kaasup,Udin teu biasa ngadahar leunca kaasup
Religious Holiday,"Asep jeung Nengti ngabenerkeun parayogi ka Bandung, ngajadikeun parayogi anu bener ka orang tua.","Asep jeung Nengti ngarasa anjeunna teu kudu ngahaturkeun parayogi, ngarasa anu penting mah niat.","Asep jeung Nengti, nu geus nikah, ngahaturkeun parayogi",Asep jeung Nengti ngahaturkeun parayogi ka orang tua,Asep jeung Nengti ngarencanakeun ngarancang ka Bandung,Asep jeung Nengti teu acan ngarti parayogi ka Bandung
Socio-religious aspect of life,Pendi ngadahar sehat ku ngarawatkeun asupan,Pendi teu boga dina imah,Pendi kudu ngadahar sari luhur,Pendi moal teu resep ngadahar anu henteu sehat,Pendi ngarancang menu anu sehat,Pendi ngadahar sayur jeung buah anu henteu diolah
Religious Holiday,"Asep balik ka imah jeung ngabantosan sayur-mayur, hayang ngarobah tradisi nu biasana dilakonan.","Asep balik ka imah jeung ngabantosan sayur-mayur, ngarasa tradisi nu biasana dilakonan teu kudu dirobah.",Asep daur ka pasar rék balanja sayur-mayur,"Dinten ayeuna pasar teu rame, jiga jalma pada ngungsi","Asep ngarasa aneh, tapi terus ka dalem pasar",Asep hayang ngabalkeun sayur-mayur anu dipiharep ku bapa
Pregnancy and Kids,Sinta ngajalan kana bidan pikeun nanya-nanya.,Sinta geus nyokot ka internet.,Sinta geus ngandung,Sinta teu boga ide pisan kudu ngapangan,Sinta nyokot pisan ka internet pikeun nyari informasi,Sinta geus nempo informasi nu bener
Art,Dani bisa ngiringan pagelaran jeung kacapi pinjaman.,Dani teu bisa ngiringan sabab teu boga kacapi.,Dani mahir main kacapi sunda,Dani dipiharkeun pikeun ngiringan pagelaran seni,Dani teu boga kacapi pikeun dipaké di acara,Dani minjeman kacapi ka temanna
Food,Asep ngajual tape singkong nu dipaké jadi anu hade.,Asep ngajual kaos jeung sapatu.,Asep teh jelema nu kreatif,Anjeunna geus ngalulumpatkeun sababaraha bisnis,Asep hayang ngajual produk nu unik,Anjeunna kudu ngarancang produk jeung pangemasanna
Daily Activities,"Deden ngahayatkeun Asep, anu ngajual warungna ka jalma anu lain.","Deden nolak ngajual warungna, anu geus jadi tempatna ngadahar sabanjure.",Deden mah geus kénéh lami ngadahar di warung Asep,"Ari kitu, Asep ngajual warungna ka Deden",Deden geus ngadahar sabanjure di warung Asep,"Asep nanyakeun, ""Deden, kuring da moal ngajual warung, kuring geus kénéh lami"
Fisheries and Trade,Heri ogé ngarasa bangga dina hasilna.,Heri ngarasa kecewa dina hasilna.,Heri ngalung leungeun ka pasar,Heri ngarasa leungeunna jadi leuwih luhur sarta leuwih bermanfaat,Heri ogé ngarasa bangga dina hasilna,Heri teu ngarasa kecewa dina hasilna
Traditional Games,Gita jadi parantos ngarasa kagok sareng ogé jadi parantos ngarasa boga képercaan dirina.,Gita jadi juru kunci lapangan.,Gita jadi juru kunci lapangan maén,Gita resep ngawaskeun jalma-jalma nu maén,Gita teu ngaraha yen anu maén jadi kagok,Gita jadi parantos ngarasa kagok
Fisheries and Trade,Naya jeung bapana boga hiji usaha anu sukses.,Naya jeung bapana teu boga warung boga.,Naya ngajual ikan di pasar jeung bapana,Bapana ngajual ikan anu ditangképna,Naya jeung bapana boga warung boga,Naya jeung bapana boga manajemén warung anu patali
Fisheries and Trade,Dadan nyaho yén warungeur ogé ngalawan tetanggana.,Dadan ngajual warungna ka tetanggana.,Dadan ngarasa teu serep jeung tetanggana,Dadan teu boga aya nu diomongkeun,Dadan parigé ka warung,Dadan ngobrol jeung warungeur
