topic,correct_ending,incorrect_ending,sentence_1,sentence_2,sentence_3,sentence_4
Daily Activities,Anton nonton bioskop dhewe.,Anton ngajak wong liyane kanggo nonton bareng.,Anton wis tuku tiket bioskop kanggo nonton bareng pacar,Anton wis siap-siap,Anton ora tau ngerti yen pacare wis ora bakal teka,Anton teka ing bioskop
Socio-religious aspect of life,Ani ora percaya yen leluhur bisa ngomong.,Ani seneng amarga leluhur ngasih pertanda.,Ani lagi ngawit grebeg,Ani ngetokake sesaji kanggo para leluhur,Ani ngobrol karo leluhure ngenani permintane,Ani ngrasa leluhure ora ngerti
Art,Kakeke lan Budi seneng nonton ketoprak bareng.,Kakeke ora ngerti banyol Budi lan ora seneng nonton ketoprak.,Budi ngerti banyol,Budi ngajak kakeke nonton ketoprak,Kakeke seneng banget karo ketoprak,Budi ngomong yen ketoprak iku lucu banget
Wedding,Tiara seneng amarga ibuné ngasih Tiara pinggiran kain batik sing wis tuwa.,Tiara seneng banget diwenehi kain batik kanggo pernikahan sedulur.,Tiara lagi ngerti upacara slametan ing pernikahan sedulur,Tiara nggunakake kebaya putih lan kain batik,Ibuné Tiara ngasih Tiara pinggiran kain batik kanggo dipegang,Tiara seneng banget
Agriculture,Mbak Rani ngajak tetangga nggawé kelompok tani.,Mbak Rani ora seneng ngolah tanah.,Mbak Rani nyebar bibit palawija ing pekarangan omah,Mbak Rani ngundang tetangga kanggo sawan,Mbak Rani ngajari cara ngolah tanah kanggo nliti palawija,Mbak Rani melu padukuhan kanggo ngurusi palawija
Family Relationships,Mbak Ratih kepingin ngadeg sekolah bahasa ing kutha gedhe.,Mbak Ratih kepingin nggawé bisnis restoran.,Mbak Ratih lagi ngobrol karo tetangga,Mbak Ratih ngomong arep ngadol omahé,"Tetangga Mbak Ratih kaget, amarga Mbak Ratih wis tingal ing omah iku sedoyo urupé",Mbak Ratih ngomong yèn Mbak Ratih kepingin pindah ing kutha gedhe
Art,Wayang golek Roni ora bisa digawé.,Wayang golek Roni dianggep paling apik ing pentas seni sekolah.,Roni kepingin nggawé wayang golek kanggo pentas seni sekolah,Roni ora duwe pengalaman nggawé wayang golek,Roni mbok-menawi bisa nggawe wayang golek kanthi nonton tutorial ing internet,Roni nggawe wayang golek kanthi serius
Agriculture,Ibu Suci ngajak warga desa kanggo ngumpulno panganan manèh.,Ibu Suci ngurusi acara selamatan kanthi panganan sing kurang.,Ibu Suci ngajak warga desa nyumbang pangan kanggo selamatan,Ibu Suci ngundang sesepuh desa kanggo ngirig panganan,Ibu Suci ngisi talenan karo panganan kanggo dibagi,Ibu Suci bingung amarga panganan kurang
Art,Maya ketemu karo tembang Jawa sing luwih susah maneh.,Maya ngecakake tembang Jawa sing ditipekne.,Maya seneng ngetik tembang Jawa,Maya kepingin ngetik tembang Jawa sing susah,"Maya ngetik tembang Jawa ""Guritno""",Maya ngrasa seneng amarga bisa ngetik tembang Jawa sing susah
Religious Holiday,Ani lali ngisi ketupat amarga keasikan main.,Ani seneng ngedol ketupat kanggo tetangga.,"Dina sakdurunge Lebaran, Ani seneng bantu ibu masak ketupat",Ani ngerti yèn ketupat wajib ana ing Idul Fitri,Ani ngerti yèn ketupat simbol persatuan lan kebersamaan,Ani seneng ngerasakake rasa syukur
Agriculture,Ibu Ani ngajak tetangga kanggo ngumpulke alat kanggo ngolah tanah.,Ibu Ani ngajak anak-anaké ngolah tanah tanpa alat.,Ibu Ani kepingin ngajarkan anak-anaké ngolah tanah,Ibu Ani ngobrol karo para tetangga kanggo ngajak anak-anaké,Para tetangga setuju kanggo ngajak anak-anaké,Ibu Ani ora duwe alat kanggo ngolah tanah
Daily Activities,Pak Budi ngrasa seneng amarga tamu ketemu lan ngrasa nyaman ing omahne.,Pak Budi kepingin tamu mau tindak neng omahne terus.,Pak Budi ngundang tamu ing omah,Pak Budi nyiyapaken becik-becik,Pak Budi nyedhiyakake wedang jahe lan kue tradisional,Kulawargane Pak Budi seneng ngobrol karo tamu
Family Relationships,Bapak ibune ngiyakan amarga mbok menawa Sekar bakal sukses.,Bapak ibune ngiyakan amarga sayang karo Sekar.,Sekar kepingin banget nglanteni kuliah ing luar negeri,Bapak ibune ora ngizinkake amarga keprihatin ngene-ngene,Sekar ngomong yen dheweke bakal ngurus kabutuhan sendiri,Bapak ibune ngiyakan amarga ngerti keinginan Sekar
Death,Pak Budi ngaturake doa kanggo Wong tuwa Pak Budi.,Wong tuwa Pak Budi dimakam ing pemakaman keluarga.,Wong tuwa Pak Budi wis seda,Pak Budi lan kulawargane ngadani tahlilan kanggo Wong tuwa Pak Budi,Pak Budi ngerembuk karo kulawargane ngenani panggonan makam,Pak Budi nggunakake kain putih kanggo ngubur Wong tuwa Pak Budi
Traditional Games,Endi ora bisa main besok amarga kudu bantu ibune.,Endi lan Siti janji bakal main maneh besok sore.,"Ana ing desa, akeh bocah-bocah sing lagi main engklek ing lapangan","Endi lan Siti lagi asyik main, sampe ora ngerti wektune wis sore",Ibu Endi ngajak Endi mbaleni,Siti ngerenangake ngajak Endi main besok
Death,Tono nggunakake jarik anyar kanggo nenekne.,Tono nggunakake jarik tua nenekne kanggo liwetan.,Tono lagi ngurus jenazah nenekne,Tono kepingin njukup jarik anyar kanggo nenekne,Tono pengin nggunakake jarik tua nenekne kanggo liwetan,Tono ngakoni ajakan sedaya kulawargane kanggo nggunakake jarik anyar
Traditional Games,Dina dihormati kanca-kancane.,Dina malah ngomong yen dheweke sing paling Hebat.,Dina main gobak sodor karo temene,Dina menang lan nggawe teman-temene seneng,Dina patuhi aturan permainan,Dina ora ngerasa takabur
Daily Activities,Rini ngerti yen sapu plastik luwih awet.,Rini seneng amarga sapu plastik luwih ringan.,Rini lagi nyapu halaman,Rini nggunakake sapu lidi,Sapu lidiné Rini rusak,Rini ngganti sapu lidiné kanthi sapu plastik
Family Relationships,Setyo ngetokake waktu luang kanggo main game sawise rampung tugas sekolah.,Setyo ngelakake bapakne lan terus main game.,Setyo ngerti bilih bapakne ora seneng yen Setyo main game,Setyo coba ngomong karo bapakne yen Setyo kepingin bisa main game,Bapakne ngomong yen Setyo kudu fokus ing sekolah,"Setyo ngerti, nanging Setyo isih kepingin main game"
Food,Maya belajar bahwa kerja keras itu penting.,Maya terus mengeluh dan menolak membantu kakek.,Maya lagi liburan ing desa kakek,Maya diajak kakek menanam padi,"Maya ora biasa nggarap sawah, tangan Maya lecet",Maya kepingin balik ke kota
Traditional Games,Rendi lan kancane main Egrang.,Rendi lan kancane ngetokake main Gobak Sodor.,Rendi lan kancane main Gobak Sodor ing lapangan desa,Rendi ngalah lan kepingin ngulang main maneh,"Kancane Rendi njaluk Rendi supaya ora ngulang, amarga wis udak",Rendi ng greed karo pilihan kancane
Fisheries and Trade,Pak Bambang ngomongake yen ngambilake ikan sing cilik tansah dilarang.,Pak Bambang ngomongake yen ngambilake ikan sing cilik diperbolehkan.,Pak Bambang dadi nelayan sing berpengalaman lan dihormati ing desanya,Pak Bambang ngajak anak-anakne ngerti carane ngurus jaring pancing,Pak Bambang ngomongake nilai-nilai luhur laut lan pentingne melestarikan alam,Pak Bambang ngajak anak-anakne ngerti carane nambang ikan
Socio-religious aspect of life,Ibu Sri ngajak anak-anakne ngetok doa marang leluhur kanggo keselamatan lan kesehatan.,Ibu Sri ngajak anak-anakne ngebengi makam leluhur.,Ibu Sri ngajak anak-anakne ngunjungi makam leluhur,Ibu Sri ngajak anak-anakne ngobati makam leluhur,Ibu Sri ngomong yen perlu ngurmati leluhur kanggo ngunjuk berkah,Ibu Sri ngasih doa kanggo leluhur
Fisheries and Trade,Pak Bagyo ngajak anak-anakne ngunjungi pasar ikan.,Pak Bagyo ngerasa kecewa amarga anak-anakne ora kepingin ngerti ngurusi tambak.,Pak Bagyo duwe tambak udang,Pak Bagyo ngerti carane ngurus tambak supaya hasil panen melimpah,Pak Bagyo ngajak anak-anakne ngerti carane ngurus tambak,Anak-anakne ora kepingin ngerti ngurusi tambak
Art,Bayu malah kepingin dadi penyanyi.,Gambar wayang Bayu dipuji oleh gurunya.,Bayu lagi nggambar wayang kulit kanggo proyek sekolah,Bayu kepingin banget bisa nggambar kaya seniman wayang kang terkenal,Bayu wis nyoba gambar wayang kanthi telaten,Bapak Bayu seneng banget amarga Bayu seneng nguri-uri budaya Jawa
Agriculture,Ibu Sri dadi teladan kanggo warga desa.,Ibu Sri ora percaya karo saran leluhure.,Ibu Sri tansah ngerembug karo leluhure sadurunge nggawé sawah,Ibu Sri ngerti pentingne ngatur sistem subak kanggo nggawé sawah,Ibu Sri percaya yèn alam kudu dijaga supaya bisa ngasilake hasil panen sing limpah,Ibu Sri nerangake tekadne kanggo ngawasi sawah
Art,Dinda nggambar wayang kulit kanggo pameran seni ing desa.,Dinda nggambar wayang kulit kanggo diwenehake marang kakeke.,Dinda seneng nggambar,Dinda pengin nggambar lukisan kanggo pameran seni ing desa,Dinda nggambar gambar wayang kulit kanggo pameran,Dinda seneng ngerti budaya Jawa
Art,Tono seneng banget amarga bisa ngerti lan main gamelan.,Tono kepingin tuku gamelan kanggo dirumah.,Tono seneng banget karo musik gamelan,Tono kepingin bisa main gamelan,Tono ngobrol karo kakeke kang ngerti main gamelan,Kakek Tono ngajak Tono belajar main gamelan ing sanggar
Wedding,Anton lan Dewi ngrasa seneng amarga sedaya tetangganipun ngrawuhi undangan.,Anton lan Dewi ora ngundang sedaya tetangga.,Anton lan Dewi wis nglakoni akad nikah,Anton lan Dewi ngundang sedaya tetangga kanggo ngrayakake pernikahan,Anton lan Dewi nyiapakan jajanan pasar lan minuman,Tetangga-tetangga ngerasa seneng
Traditional Games,Layangan Ardi putus lan ardi sedih.,Layangan Ardi lan Arini terbang setinggi awan.,Ardi lan Arini lagi main layangan ing lapangan,Ardi ngomong yen dia seneng ngelih layangan Arini terbang dhuwur,Arini ngomong yen dia seneng ngelih layangan Ardi terbang banter,Ardi lan Arini main layangan nganti sore
Art,Dimas ngajak para tamu kanggo nggabung ing grup seni.,Dimas seneng banget ngisi acara pernikahan.,Dimas lagi ngisi acara pernikahan kanggo ngenteni babagan seni,"Dimas bisa main angklung, kendang, lan suling",Dimas ngajak Wong-wong sing ana ing acara kanggo main bareng,Dimas seneng ngliwati budaya Jawa kanggo wong-wong sing ana ing acara
Agriculture,Riko ora bisa ngedet padi kaya kakeke.,Riko lan kakeke ngedet padi bareng-bareng.,Riko kepingin ngajak kakeke ngedet padi,Riko duwe sawah sing isih anyar,Riko pengin ngerti carane ngedet padi kaya kakeke,Riko seneng banget bisa ngerti carane ngedet padi
Death,Anak-anak Ibu Rini dititip ing kulawarga sing ngerti nguripi anak cilik,Anak-anak Ibu Rini dititip ing panti asuhan.,Ibu Rini ora bisa ngancik karo anak-anaké kang wis isih cilik,Ibu Rini seda amarga sakit parah,Keluarga Ibu Rini ngadhep masalah kanggo ngurus anak-anaké sing isih cilik,Wong-wong tetangga bantu ngurus anak-anaké Ibu Rini
Agriculture,Pak Karta ngajak tetanggané supaya iku ngerti teknik kang menang lomba.,Pak Karta duwe sawah kang luwih gedhe tinimbang tetanggané.,Pak Karta kepengen ngatur sawah supaya hasil panen luwih apik,Pak Karta tansah ngobrol karo tetanggané ngenani teknik pertanian,Pak Karta ngikut lomba ngatur sawah kanggo nambah ilmu,Pak Karta menang lomba ngatur sawah
Food,Pak Budi ngajak kulawargi nganyam pitik kanggo slametan.,Pak Budi seneng amarga anak-anakne seneng.,Pak Budi ngajak kulawarginya mangan nasi tumpeng ing rumah,Pak Budi nggawe nasi tumpeng kasebut kanthi gembira,Nasi tumpeng iku dihias nganggo sayur-sayuran sing warna-warni,Anak-anak Pak Budi seneng banget mangan nasi tumpeng
Food,Rara mbalangi jajanan pasar sing dibeli kanggo dibagikake marang anggota keluarganya.,Rara langsung ngomong yen jajanan pasar kasebut ora enak.,Rara ketemu karo kanca-kancane ing pasar tradisional,Kanca-kancane ngajak Rara mampir ing lapak jajanan pasar,Rara kepincut karo jajanan pasar sing warna-warni,Rara beli jajanan pasar sing paling murah
Traditional Games,Riko lan kanca-kancane ngajak wong-wong liya kanggo main egrang bareng.,Riko lan kanca-kancane ngomong yen wis kepengin main lompat tali.,Riko lagi main egrang karo kanca-kancane ing lapangan,Para bocah-bocah seneng ngrungokake Riko,Riko bisa ngegrang kanthi luwes,Riko ngajak kanca-kancane kanggo ngegrang
Daily Activities,Dino nembak taksi kanggo nganter Ibu ke pasar.,Dino nganter Ibu ke pasar nganggo sepeda.,Dino lali ngisi bensin mobil sadurunge nganter Ibu ke pasar,Dino ngerti yen bensin mobil wis kosong,Dino bingung amarga Ibu lagi ngarep-arep,Dino ngomong yen mobil rusak
Family Relationships,Pak Budi ngajak kulawargane pulangnya.,Keluarga Pak Budi terus ngerti piranti kanggo ngerti jalaran.,Pak Budi ngajak kulawargane teka menyang pura,Pak Budi arep ngindakake slametan kanggo nyuwun pangestu,Keluarga Pak Budi seneng ngunjungi pura,"Nanging, ana kang kepiro di pura"
Wedding,"Mbok Sri, nenek Gita, ora bisa hadir amarga lagi sakit.",Dimas lan Gita ngrasa seneng amarga tamu undangan diundang dadi sakjane.,Gita lan Dimas wis siap ing panggung pelaminan,Gita nganggo kebaya putih lan Dimas nganggo jas warna coklat,Para tamu undangan ngeliwati prosesi siraman marang kedua mempelai,Ora ana sesosok tamu undangan sing ngundang perhatian
Food,Bayu ora tau ngerti jeneng-jeneng buah sing dipetik.,Bayu seneng banget ngelih buah-buahan sing segar.,Bayu lagi liburan ing kampung kakek,Kakek ngajak Bayu ke sawah,Bayu ngelih sawah sing luas lan ijo,Kakek ngajak Bayu ngambil buah-buahan sing tumbuh di sekitar sawah
Daily Activities,Hadi ora bisa mulih amarga pamanipun wis pindah.,Hadi bisa mulih ketemu pamanne.,Hadi kepingin ngunjungi pamanne sing tinggal ing desa,Hadi ora duwe cukup uang kanggo tiket sepur,Hadi tansah ngumpulake dhuwit sepisan,Hadi wis cukup uang kanggo tiket sepur
Family Relationships,Wulan ngajak adik-adik main.,Wulan ngeluh amarga diwajibake ngurus adik.,Wulan rajin ngebantu ibu ngurus adik,Wulan ngerti tanggung jawab ing katurunan,Wulan seneng ngurus adik-adik,Wulan pengin ngasuh adik-adik kaya ibu
Religious Holiday,Mbak Sri ngadheg slametan ing dina Minggu Pon.,Mbak Sri ngadheg slametan ing dina Jumat Kliwon kaya rencanane.,Mbak Sri lagi nyiapake kue tradisional kanggo slametan,Kue iki bakal dibagikake marang tetangga lan kulawarge,"Sedaya bahan kue wis disiyapake, nanging gula arep dibeli",Mbak Sri kepingin ngadheg slametan ing dina Jumat Kliwon
Traditional Games,Dinda ngajak tetangga main Engklek.,Dinda kesenengan main Engklek dhewe.,Dinda kepingin main Engklek karo kancane,Kancane Dinda ora ana ing omah,Dinda mutuskan kanggo main Engklek dhewe,Dinda nggambar cilik ing lemah
Death,Wong-wong tetangga mendoake doa kanggo Pak Karta.,Wong-wong tetangga nggawa oleh-oleh kanggo kulawarga Pak Karta.,Pak Karta lagi mati,Keluarga Pak Karta ngadusake jenazah marang griya adat,Wong-wong tetangga ngumpul marang griya adat kanggo ngiringi jenazah,Pak Karta dikubur ing kuburan umum
Pregnancy and Kids,Saka ngajak Dinda ngerti tokoh-tokoh ing wayang kulit.,Saka ngajak Dinda bali maneh besuk.,"Saka ngajak adiké, Dinda, nonton wayang kulit",Saka ngerti wayang kulit menika tradisi Jawa sing penting kanggo dilestarikan,Dinda seneng banget bisa nonton wayang kulit karo kakake,Saka seneng bisa ngenalin budaya Jawa marang adiké
Religious Holiday,Euis ngajak tetangga-tetanggane ngerti makna Ketupat.,Euis ngajak tetangga-tetanggane main.,Euis lagi nggawa ketupat kanggo dibagikake,Euis kepingin ngebagi ketupat marang tetangga-tetanggane,Tetangga-tetanggane seneng amarga ketupat Euis enak,Euis ngrasa seneng amarga bisa nglakukake tradisi
Art,Tetanggane ora ngerti.,Tetanggane seneng lan ngerti.,Tini kepingin ngawali wayang kulit,Tini kepingin ngasuh seni budaya,Tini ngajak tetangga kanggo nonton wayang kulit,Tini ngundang dalang kanggo main wayang kulit
Death,Ibu Tuti ngomong kepingine dikremasi sadurunge seda.,Kulawargane ora ngerti kenapa Ibu Tuti kepingin dikremasi.,Pak Budi ngomong yen Ibu Tuti wis seda,Kabare opo iki ngagetka kulawargane,Jenazah Ibu Tuti langsung diubengi kanggo dikremasi,Pak Budi ngomong yen Ibu Tuti ora kepingin dimakamke
Fisheries and Trade,Mbak Mira ora bisa ngejajakake barang-barangne amarga pasar ikan wis tutup.,Mbak Mira seneng amarga bisa ngjajakake barang-barangne kanthi cepet.,Mbak Mira ngerti yen pasar ikan lagi rame,Mbak Mira ngerasa seneng amarga ikan hasil tangkapne bisa dijajakake kanthi cepet,Mbak Mira nyiapake barang-barang kanggo ngjajakake ikan,"Mbak Mira ngomong ""Ndak usah nganti sore, aku wis bisa pulang"""
Agriculture,Slametan panen diundur amarga ada warga sing lagi sakit.,Slametan panen dianakake kanthi meriah.,Pak Budi ngajak warga kanggo ngerjakan slametan panen,Slametan iki dianakake kanggo ngramekake panen sing apik,Pak Budi nyiapake sesaji kanggo para leluhur lan Dewi Sri,Warga desa ngerembug ngenani rencana supaya panen taun depan luwih apik
Wedding,Ratih lan Adi ngadani selamatan doa bersama keluarga besar.,Ratih lan Adi langsung mokul menyang Bali kanggo bulan madu.,"Dina pernikahan, Ratih kenakan kebaya putih berhias payet emas","Ratih senyum bahagia, rambutnya disanggul rapi","Di samping Ratih, Adi gagah dengan beskap batik dan blangkon",Ratih dan Adi menerima restu dari kedua orang tua untuk melangkah ke jenjang pernikahan
Food,Jajanan pasar Pak Budi lali dibeli wong tuo.,Jajanan pasar Pak Budi cepet lali dibeli.,Pak Budi nganakake jajanan pasar kanggo dituku wong tuo,"Pak Budi nggawe jajanan pasar kaya bakpia, wingko babat, lan klepon",Pak Budi ngepak jajanan pasar ing kotak sing lucu lan menarik,Pak Budi ngedeg jajanan pasar ing pinggir dalan
Religious Holiday,Meyra nger Kerja bakti bersih-bersih masjid kanggo sambut hari raya Idul Fitri.,Meyra nger Kerja bakti bersih-bersih masjid kanggo nambah ilmu agama.,Meyra lagi nger Kerja bakti bersih-bersih masjid,Meyra diwajibake nger Kerja bakti bersih-bersih masjid,Meyra seneng nger Kerja bakti bersih-bersih masjid,Meyra ngajak kanca-kancane nger Kerja bakti bersih-bersih masjid
Fisheries and Trade,Selamatan dibatalkan amarga Mbak Sri kena tipu.,Selamatan sukses lan rame dikunjungi tetangga.,"Mbak Sri, pedagang ikan di pasar tradisional, lagi ngitung untung dagangan","Hari iki, Mbak Sri ngalami untung gedhe amarga banyak pembeli",Mbak Sri mesthi bakal ngelakoni selamatan kanggo niki,Mbak Sri ngundang tetangga-tetangganipun kanggo ngerayake selamatan
Wedding,Joko seneng banget ngundang sedaya wong sing deket.,Joko ora bisa ngundang sedaya tetangga amarga kurang ruang.,** Joko ngundang sedaya tetangga,Joko ngundang sedaya kulawarga kanggo ngrayakake pernikahan,Joko ngatur panggung ing panggung gedhe,Joko ngatur musik gending Jawa kanggo ngiringi acara
Socio-religious aspect of life,Bu Ratih ngawali bisnis jamu tradisional bareng anak-anakne.,Bu Ratih wis sukses dadi pengusaha jamu gedhe.,Bu Ratih kepengin ngawali bisnis jamu tradisional,Bu Ratih kepengin ngawali bisnis sing bermanfaat kanggo wong liya,Bu Ratih duwe resep turunan sing ampuh,Bu Ratih seneng ngolah jamu
Agriculture,Saka ngerti yèn sabar perlu dilakoni ing proses pertanian.,Saka langsung ngetok jagung ing wulan sure.,"Saka ngomong karo kakeke, Bayu ngerti yèn menanam jagung perlu ngerti siklus bulan",Saka nanya kakek kapan waktuné kanggo ngetok jagung,Saka ngerti yèn ngetok jagung perlu dilakoni ing wulan sure,Kakek ngomong yèn ngetok jagung kudu gelem ngantos
Daily Activities,Dinda lan temene nliti cara nge cat ulang wayang sing rusak.,Dinda lan temene main wayang klitik meskipun wayang iku rusak.,Si Dinda lagi main wayang klitik karo temen-temene,Wayang sing dipakayune wis tua lan rusak,Donge wayang iku wis patah lan kepala wayang iku wis copot,Temen-temen Dinda ora gelem supaya dolanan dihentikan
Socio-religious aspect of life,Nenek Sri ngajak cucunya ngunjungi dokter.,Nenek Sri ora ngerawat cucunya.,Nenek Sri ngerawat cucunya kanthi tradisional,Nenek Sri ngobati cucunya kanthi ramuan herbal,Nenek Sri percaya ramuan herbal bisa ngobati sakjane penyakit,Nenek Sri seneng ngerti budaya Jawa
Food,Pak Budi nggawe klepon sing ora enom.,Pak Budi ngajak tetangga kanggo ngolah klepon bareng-bareng.,"kanggo ngrayakake slametan, keluarga Pak Budi ngolah jajanan pasar",Wong tuwan Pak Budi ngajari dia kaya cara nggawe klepon sing empuk lan manis,Pak Budi seneng banget bisa ngerti carane nggawe jajanan pasar,Pak Budi berharap bisa nggawe jajanan pasar kanggo dibagikake marang tetangga
Traditional Games,Gambar Dina lan Diah ditiru dening kanca-kancane.,Dina lan Diah ora main engklek maneh.,Dina lan Diah kembar sing seneng main engklek,Dina lan Diah main engklek ing lapangan desa,Dina lan Diah seneng banget ngumpul karo kanca-kancane,Dina lan Diah nggawe gambar ing lapangan
Food,Maya mangan rujak cingur dhewe.,Maya ngajak Kikan mangan rujak cingur liyane.,Maya ngajak Kikan mangan rujak cingur,Maya ngajak Kikan kanggo mangan ing warung legendaris,Maya mesen rujak cingur kanggo loro-loro,Kikan ora seneng karo rujak cingur
Wedding,Ningrum ngerti makna sesaji kanggo ngenteni keselamatan.,Ningrum ora ngerti apa fungsi sesaji kanggo apa.,"Dina pernikahan, Ningrum nggunakake kebaya putih lan kain songket",Ningrum nambah aksesoris senggol emas lan selop,Ningrum ngerasa cantik banget lan seneng banget,Ibunya ngasih Ningrum sesaji kanggo dibutuhake ing upacara
Food,Pak Bambang endi nemu warung nasi uduk sing enak ing Jakarta.,Pak Bambang ora bisa ngajak kulawargane mlaku-mlaku menyang Jakarta.,Pak Bambang ngerti yen nasi uduk iku panganan khas Jakarta,Pak Bambang kepengen ngajak kluarga mlaku-mlaku menyang Jakarta,Pak Bambang pengin ngajak kulawargane mriki nasi uduk ing Jakarta,Pak Bambang ngerti yen nasi uduk iku panganan sing sedap
Religious Holiday,Rara ngerasa seneng bisa ngerayaken Idul Fitri bareng tetangga.,Rara ngajak sedaya tetangga nang nggawé kue bareng.,Rara lagi ngumpulake bahan kanggo jajanan pasar,Rara kepingin nggawé kue kering kanggo dibagikake ing tetangga,Rara ngajak sedaya anggota keluarga nggawé kue bareng,Rara ngisi jajanan pasar ing kotak cantik
Death,Bapak Jono ngaturaken dosa-dosane mengkono Bapak Harjo.,Bapak Jono ngrasa sedih amarga Bapak Harjo wis ora ana.,"Bapak Jono sedaya upaya ngurus jenazah Bapak Harjo, simbahé",Bapak Jono ngundang keluarga lan tetangga kanggo ngiringi Bapak Harjo kanggo dikubur,"Sawisé dikubur, Bapak Jono ngunjuk doa kanggo Bapak Harjo",Bapak Jono ngrasa lega amarga Bapak Harjo wis tenang
Family Relationships,Dinah ngajak kaka kandungne ngobrol nalika wis rampung tugas.,Dinah nggerutu amarga kaka kandungne ora bisa bantu.,Dinah lagi ngerjakake tugas sekolah,Dinah kepingin ngajak kaka kandungne bantu,Kakak Dinah lagi sibuk karo tugas kuliah,Dinah ngerti yèn kaka kandungne lagi sibuk lan nglakoni tugas sekolah sendiri
Traditional Games,Ayu lan kancane main engklek ing endi wae.,Ayu lan kancane main engklek ing lapangan olah raga.,Ayu seneng main engklek,Ayu lan kancane padha main engklek ing lapangan,Engklek kudu dimainake ing lapangan sing datar,Ayu lan kancane ora gelem main engklek ing dalan raya
Family Relationships,Ani ngembalikan duite ibune lan ngomong jujur.,Lintang ngelakuka latihan musik secara rahasia.,Lintang kepingin nggabung ing klub musik,Lintang ora bisa main musik,Lintang njaluk izin marang wong tuwane,Wong tuwa Lintang ora ngizinkake
Traditional Games,Doni milih kanggo nonton pertunjukan liyane.,Doni ngomong karo kancane yen wayang kulit iki wis katon.,Doni lan kancane lagi ngenteni wayang kulit ing panggung gedhe,Doni seneng banget amarga bisa nonton wayang kulit bareng kancane,"Nanging, wayang kulit iki judhule wis katon k collezione Doni",Doni ora ngerti carane ngomong
Food,Sate klathak ing warung kasebut kurang enak.,Anak-anak Pak Karta gembira bisa ngunjungi candi Borobudur.,"Dina minggu iki, keluarga Pak Karta bakal ngunjungi candi Borobudur",Pak Karta ngajak anak-anakne ngenteni singgah ing warung sate klathak,Anak-anak Pak Karta seneng banget bisa mrenehi pengalaman anyar,Pak Karta seneng ngelih senyum anak-anakne
Daily Activities,Sri ngumpulake uang kanggo ngundang dalang.,Sri nonton wayang kulit ing panggung gedhe.,Sri mlaku menyang pasar,Sri kepingin melungsungi wayang kulit,Sri lagi nyiyapake obahan kanggo wayang kulit,Sri seneng ngepak wayang kulit
Death,Jenazah Pak Darto dikebumikake ing pemakaman umum.,Jenazah Pak Darto dikebumikake ing pemakaman kulawargane.,Pak Darto wis seda,Pak Darto wis ngendikake keinginane kanggo dikebumikake ing pemakaman kulawargane,Keluarga Pak Darto ngurus jenazah dening ngadhepke arah kiblat,Pak Darto ora duwe anak
Traditional Games,Siti menang main Congklak amarga bisa ngumpulake biji-bijian paling akèh.,Siti lan Dinda main Congklak nganti senja lan ora kepengini.,Siti lan Dinda mainCongklak ing pategalan Siti,Siti lan Dinda ngisi lobang-lubang Congklak karo biji-bijian,Siti lan Dinda main Congklak kanthi asyik,Siti lan Dinda ngitung biji-bijian kanggo menang
Art,Bagas lan sedulur-sedulure nari tari Saman ing panggung kanggo pertunjukkan seni.,Bagas lan sedulur-sedulure mung nari tari Saman ing omah.,Bagas kepingin nari tari Saman,Bagas nonton tari Saman ing TV lan kepingin ngelakuke,Bagas ngajak sedulur-sedulure kanggo nari bareng,Sedulur-sedulure setuju lan ngajak Bagas latihan
Art,Nenek Sekar ngajak Sekar belajar nyanyi keroncong bareng.,Sekar langsung bisa nyanyi lagu keroncong sing enak.,Sekar kepingin ngerti carane nyanyike lagu-lagu keroncong,Sekar seneng dengar lagu keroncong,Sekar pengin bisa nyanyi kaya penyanyi keroncong sing sedaya,Sekar ngobrol karo nenekne sing ngerti lagu keroncong
Pregnancy and Kids,Riko ngajak Dimas main permainan liyane sing luwih gampang.,Riko terus ngajeni Dimas nganti bisa ngerti aturan catur.,"Riko lagi ngajak anaké, Dimas, main catur",Dimas durung umur 5 tahun,Riko pengin ngajeni Dimas supaya bisa ngerti aturan catur,Riko sabar ngajeni Dimas
Art,Lila seneng bisa melukis.,Lila langsung bisa melukis gambar sing apik.,Lila kepingin nglukis,Lila ngomong marang bapakne yen ia kepingin melu kelas melukis,Bapakne setuju lan m등isterake Lila ing kelas melukis,Lila ngerti yen melukis kudu gedhe konsentrasi
Pregnancy and Kids,Nita ngerti anak perlu jeda lan waktu bermain sendiri.,Nita terus ngajak anak main supaya ikatan emosional terus kuat.,Nita lagi ngurus anak,Nita ngerti pentingne ngajak anak main,Nita ngerasa seneng ngajak anak main,Nita ngerti main bareng anak bisa nguatke ikatan emosional
Art,Tembang Dino ora dapat respon sing apik.,Tembang Dino di-share déning para tokoh masyarakat.,Dino lagi nyusun tembang kanggo acara sedekah bumi,Dino kepingin tembang kasebut bisa nyentuh ati para tamu,Dino nggawe tembang sing apik lan nggunake basa Jawa sing halus,Tembang Dino di-upload ing media sosial
